"Contains a date column for CalLite-CV's time period and fields with the Element name (using the CalLite-CV convention of name_might_include_underscores.element_subname, even though it's different from Sadie's nomenclature, because I'm hoping that leaving them will be less confusing than changing .'s to _'s and making the names harder to read) for all the CalLite-CV records identified in diversionoverview.csv. That .csv contains the combinations required to calculate fraction diverted for each river, but here's one example: for the Upper-Mid Sacramento DSM reach, cell B4 in the overview csv gives the formula RedBluff.Diversion/(RedBluff.Outflow + RedBluff.Diversion), so for 10/2014 the fraction diverted will be 213.1/(6979 + 213.1) = .0296.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,RedBluff.Outflow,RedBluff.Diversion,Thermalito.Outflow,Thermalito.Diversion,DaguerrePt.Outflow,DaguerrePt.Diversion,SacFeather.Outflow,SacFeather.SacFeather_Refuge_Diversion_ch,SacFeather.Diversion,Hst.Outflow,Hst.Diversion,SacAmerican.Outflow,SacAmerican.Diversion,Calaveras_River.Outflow,Calaveras_River.Diversion,Merced_River_3.Outflow,Merced_River_3.Diversion,Ripon.Outflow,Ripon.Diversion,Tuolumne_River_2.Outflow,Tuolumne_River_2.Diversion,Hood.Outflow,Hood.Diversion,RioVista.Outflow,RioVista.Diversion,RioVista.Diversion2,CentralDelta.Outflow,CentralDelta.Diversion,SJR1.Outflow,SJR1.Diversion,SouthDelta.Outflow,SouthDelta.Diversion,SouthDelta.Diversion2
7/1/2079 0:00,12589,723.8,1771,2988,700,1381,10468,32.43,0,443.2,197.8,8907,2360,12.96,138.1,137.1,13.02,352.6,65.32,151.2,25.09,9130,0,3828,95.06,1508,5117,692.1,2169,0,1301,2911,3182
8/1/2079 0:00,8473,607.8,3358,1927,600,985.5,9927,45.07,0,863.9,190,9216,1947,17.43,112.3,116,14.08,380.1,45.46,169.7,17.56,9448,0,4256,99.48,1474,5146,676.1,2760,0,-177.2,5106,3109
9/1/2079 0:00,5195,325.9,1037,759.5,500,434.7,6771,75.3,0,400.6,174.1,6448,1104,16.42,65.06,78.69,0,338.9,7.778,173.2,5.185,6692,0,3000,126.5,735.4,4375,337.4,2907,0,476.2,5388,1552
10/1/2079 0:00,4096,121.6,4113,276.2,569.8,140.4,8811,70.34,0,620.8,136.5,8900,739,7.672,18.53,252.2,0,649.2,7.527,227.3,2.509,9099,0,5928,114.1,425.5,3518,195.2,2521,0,-2662,7885,897.8
11/1/2079 0:00,3781,132,1521,0,600,129,7405,57.02,0,641,116.4,7960,334.2,6.802,3.9,204.7,0.7183,252.4,0,234,0,8165,0,5451,0,109.7,3421,50.31,1860,0,3845,1270,231.4
12/1/2079 0:00,3871,43.88,1516,0,599.1,130.9,7730,29.49,0,674.2,84.56,8439,218.8,18.11,4.57,171.7,0.5908,255.6,0,248.8,0,8647,0,6858,67.3,54.75,2191,25.12,1571,0,-3021,6704,115.5
1/1/2080 0:00,3896,74.8,1514,0,500,295.9,7049,16.85,0,519.8,92.15,7505,269.5,4.953,5.41,186.9,0.6413,263.5,0,248.6,0,7696,0,5900,43.69,166.5,2009,76.39,1239,0,-1295,4221,351.3
2/1/2080 0:00,4229,40.25,1556,0,662.2,118.2,10915,14.86,0,494.4,69.27,11745,175.5,63.5,6.079,203.4,1.942,279.9,0,293,0,12033,0,9871,46.72,86.42,2715,39.65,1949,0,-785.2,5325,182.3
3/1/2080 0:00,6242,32.82,3616,35.76,1514,64.21,21431,6.002,0,520.9,70.39,23075,332.7,308.4,14.3,304,1.264,320.5,0,490.5,2.509,23644,0,21247,50.29,45.37,5446,20.82,6293,0,5606,6122,95.73
4/1/2080 0:00,5071,86.52,1000,47.8,2665,62.95,12394,7.835,0,1619,90.25,13953,500.6,5.106,59.38,178.9,2.083,755.6,8.353,548.4,6.904,14165,0,11483,52.78,215.7,3532,98.96,4359,0,3308,4186,455
5/1/2080 0:00,6178,300.1,1000,973.8,2000,387.8,8987,18.32,0,2350,161.9,10074,1520,6.181,119.6,222.1,7.483,730.7,32.07,486.8,22.58,10254,0,7686,69.61,696.7,2634,319.6,2508,0,1343,2383,1470
6/1/2080 0:00,9278,723.8,1953,2034,2066,816.3,10140,28.4,0,3043,166.3,11058,2428,9.434,128.1,200.1,10.9,523.2,39.58,149.7,23.33,11266,0,8514,80.11,1085,2563,498,2090,0,-414.5,2861,2290
7/1/2080 0:00,6598,684.1,2050,1626,700,662.1,7569,23.69,0,3150,199.9,8783,2247,12.51,138.1,178.6,13.64,337,47.25,132.6,25.09,8994,0,3694,94.39,1375,5013,631.1,2034,0,1334,2909,2902
8/1/2080 0:00,6419,541.9,2048,1113,600,472.2,7618,40.44,0,864.4,193.8,6834,1982,14.09,112.3,146.6,11.63,378.8,57.71,165,20.07,7059,0,2623,99.06,1283,4416,588.9,2888,0,1308,3412,2708
9/1/2080 0:00,5195,325,1273,491.4,500,219.9,6998,55.5,0,867.7,173.7,7116,1131,16.09,65.06,72.52,0,341.4,30.27,168.5,12.96,7361,0,3132,127.7,946,4622,434.1,2713,0,526,4934,1996
10/1/2080 0:00,5092,240.5,3278,404.7,508.9,191.1,8263,55.29,0,517.3,138.6,8195,835.9,7.591,17.96,253.6,0,650.2,0,237.1,0,8411,0,5452,115.2,477.6,3465,219.1,3255,0,-1899,7711,1008
11/1/2080 0:00,3996,55.21,1528,0,668.7,62.1,8097,43.74,0,500,99.71,8477,346.4,8.798,3.9,203.5,0.717,268.2,0,254.1,0,8679,0,5796,89.37,102.1,3589,46.84,2478,0,-1424,7348,215.4
12/1/2080 0:00,4342,36.07,1700,64.77,653.6,61.86,11077,23.69,0,500,76.01,11712,238.6,62.05,4.57,195.4,0.5622,259.4,0,279.8,0,11962,0,9683,67.69,100.7,2806,46.19,1994,0,-3018,7644,212.4
1/1/2081 0:00,4479,40.57,1700,51.29,699.7,61.83,11093,12.64,0,489.7,75.12,11746,199.9,31.99,5.41,206.2,0.5318,268.6,0,276.8,0,11986,0,9759,44.58,54.2,2674,24.87,1803,0,-2021,6425,114.3
2/1/2081 0:00,6666,35.84,1700,48.6,1256,55.81,20146,11.54,0,1350,68.95,22759,182.6,337.4,6.296,262.4,0.4899,343.6,0,538.8,0,23337,0,22087,48.98,45.6,5463,20.92,5614,0,4250,6829,96.21
3/1/2081 0:00,6144,37.92,1700,41.7,1794,61.79,16331,8.424,0,1641,66.08,18273,333.7,42.23,28.1,279.2,0.4899,281.8,0,324.3,2.509,18567,0,15955,50.29,46.5,4113,21.33,3734,0,2645,5183,98.1
4/1/2081 0:00,8058,109.1,1000,65.49,1924,64.12,13682,10.88,0,2726,95.26,16182,547,5.147,83.32,187.1,3.204,1220,12.71,450.3,10.92,16387,0,13415,52.78,225.8,3302,103.6,3616,0,3010,3487,476.5
5/1/2081 0:00,11495,544.2,3586,1228,1000,509.4,12356,25.27,0,912.7,178.1,11729,1733,6.502,150.6,238.6,8.478,735.5,37.95,412.5,22.58,11908,0,8844,26.67,1050,2631,481.7,2463,0,598.3,2336,2215
6/1/2081 0:00,11238,812.5,2118,2253,650,820.7,9073,30.47,0,2039,186.2,8849,2587,12.52,158.5,192.7,14.58,289,60.68,168.3,20.74,9066,0,6514,80.88,1402,2358,643.3,2185,0,-1134,2826,2958
7/1/2081 0:00,11553,697.9,2673,1317,500,517.4,10967,31.17,0,1034,210.4,9827,2495,15.51,170.9,144.1,12.85,291.5,48.33,163.5,25.09,10046,0,4262,95.14,1735,5375,796,2388,0,1039,3181,3660
8/1/2081 0:00,9110,748.8,2432,1300,500,491.2,7469,50.55,0,389.3,185.1,6313,1902,16.35,151.7,124.2,11.76,294.9,57.71,171.3,20.07,6553,0,2533,99.53,1241,4395,569.2,2700,0,1377,3245,2617
9/1/2081 0:00,5895,354.2,1485,0,504.9,195.1,7351,75.74,0,531.3,169.8,7350,863.5,15.24,107,73.27,0,293.9,15.06,176.1,12.96,7587,0,3470,0,902.1,4637,413.9,2594,0,4405,1040,1903
10/1/2081 0:00,4205,116.9,1512,0,623.3,76.71,7392,69.92,0,469.1,111.1,7892,273.6,17.34,26.78,257.3,0,654.5,5.018,259.3,2.509,8126,0,5604,114,74.54,3542,34.2,3187,0,-776,7442,157.3
11/1/2081 0:00,3825,48.57,2930,178.3,648.4,72.01,8008,64.42,0,475.8,107.3,8369,266.9,5.218,4.175,198.8,0.7137,251.8,0,242,0,8551,0,5385,88.54,81.34,3435,37.32,2284,0,-1516,7095,171.6
12/1/2081 0:00,5246,39.62,1593,0,705.3,71.69,14318,30.33,0,500,75.73,15542,182.1,200.4,4.57,213.6,0.4946,296.4,0,398.9,0,15971,0,14167,67.25,45.94,4056,21.08,3377,0,-733.8,8139,96.93
1/1/2082 0:00,12592,39.62,2433,56.8,2992,71.69,40380,15.59,0,5421,75.73,47889,182.1,486.6,5.41,274.4,0.4946,387,0,692.1,0,48662,0,48198,48.78,45.94,12134,21.08,7584,0,11052,8718,96.93
2/1/2082 0:00,12345,39.62,4883,70.02,4484,64.75,41285,14.92,0,8372,66.61,51545,182.1,614.7,6.296,275.5,0.4946,373.4,0,551.1,0,52158,0,51113,112.6,45.94,13053,21.08,8457,0,13374,8212,96.93
3/1/2082 0:00,21276,66.46,9322,54.71,15097,129.1,54945,8.003,0,28180,66.61,74356,200.1,323.1,14.3,2794,0.4946,318.4,0,366.8,0,74648,0,74334,103.9,46.09,16299,21.15,11453,0,17666,10117,97.25
4/1/2082 0:00,15496,180.6,10003,76.37,3630,127.9,34333,8.27,0,3804,87.41,38162,378.1,5.187,46.96,586.7,2.189,1109,7.762,1336,6.463,38380,0,32457,136.3,202.2,7362,92.78,7370,0,12472,1921,426.6
5/1/2082 0:00,7087,801.1,6168,1291,5054,610.5,19981,24.43,0,2721,133.4,21525,1461,6.221,119.6,1663,8.029,1105,34.35,1155,20.07,21726,0,17501,153,794.2,4453,364.4,7335,0,8024,2159,1676
6/1/2082 0:00,12545,2185,3737,3509,3424,1582,16236,37.43,0,2817,146.4,17066,2360,11.08,128.1,264.3,10.91,2439,39.58,429.5,23.33,17305,0,13910,125.7,992.4,3917,455.4,5412,0,-211,7548,2094
7/1/2082 0:00,11650,2177,10458,2482,1285,1155,18556,29.91,0,2540,202.5,19429,2011,11.64,138.1,239.7,13.18,1259,45.46,405.4,25.09,19657,0,11271,121.2,1331,8359,610.9,3840,0,-2191,11679,2809
8/1/2082 0:00,10118,1594,6796,2061,600,979,14448,52.65,0,1468,212.8,14432,1846,13.26,112.3,545.2,11.69,419.6,44.42,433.2,20.07,14667,0,7879,120.8,1394,6684,639.6,3849,0,-2853,10568,2941
9/1/2082 0:00,6201,690.5,1000,468.3,500,343.3,8069,72.25,0,1146,181.8,8677,980.8,15.53,65.06,479.9,10.87,379.9,32.87,435.9,10.37,8929,0,4471,164.7,769.3,5104,353,3662,0,-965.8,8239,1623
10/1/2082 0:00,6572,118.6,4726,254,593.9,125.4,12661,72.87,0,1164,128.4,13672,409.5,9.046,18.53,295.3,1.176,746.5,5.018,564.1,2.509,13887,0,9893,157.3,228.8,4607,105,3689,0,-3636,11536,482.6
11/1/2082 0:00,4879,88.84,4233,190.7,616.6,116.1,10987,64.42,0,1644,74.38,12862,232.2,419.8,3.9,239.8,0.6773,310.1,0,497.4,0,13143,0,9146,121.5,62.31,4654,28.59,3966,0,-2548,11095,131.5
12/1/2082 0:00,4457,69.52,4232,78.82,674.5,117.5,12847,32.43,0,1730,67.91,14812,204.5,42.34,4.57,245.8,0.5462,289.5,0,480.6,0,15082,0,12396,100.8,50.3,3059,23.08,2407,0,-3314,8721,106.1
1/1/2083 0:00,5106,66.9,4229,67.98,780.3,117.5,14513,16.01,0,1434,69.88,16234,209.8,55.93,5.41,250.6,0.5224,314.9,0,516.8,0,16515,0,13714,54.34,51.74,3389,23.74,2480,0,194.8,5613,109.2
2/1/2083 0:00,6013,65.93,4230,71.27,1052,106.1,19998,15.86,0,1188,67.14,21713,201.4,93.12,6.296,253.8,1.44,327.9,0,532.9,0,22060,0,19021,57.62,46.68,4373,21.42,3237,0,1635,5945,98.48
3/1/2083 0:00,10189,57.33,4229,92.47,1478,135.2,18774,8.424,0,541.4,100.6,18759,851.6,4.571,69.58,299.6,2.242,284.5,0,912.3,2.509,18956,0,15356,56.36,488,3696,223.9,3796,0,1242,5267,1030
4/1/2083 0:00,7063,254.9,1000,144.4,1638,143.2,11731,8.705,0,1982,101.1,13471,569.2,8.803,84.45,228.7,3.691,771.2,8.641,643.3,11.34,13686,0,11738,52.78,226.1,2951,103.8,3337,0,2871,3011,477.1
5/1/2083 0:00,6481,618,1285,1715,750,907.6,7585,21.06,0,552.9,155,6857,1559,6.375,144.9,258.3,7.814,750.7,34.46,553.2,22.58,7063,0,4986,69.52,695.3,2073,319,3510,0,912.9,3264,1467
6/1/2083 0:00,16514,1417,3289,3875,400,1711,13329,30.9,0,1381,189.4,12217,2788,9.782,185.9,212.4,11.9,366.2,45.13,189.2,23.33,12433,0,9304,80.86,1365,2676,626.1,2339,0,-729.9,2952,2879
7/1/2083 0:00,15605,1230,7138,0,400,1295,18140,31.59,0,552.7,192,16770,2271,12.89,196.9,173.4,4.741,368,62.6,184.2,25.09,16997,0,9629,0,1392,7324,638.8,2442,0,5505,1441,2938
8/1/2083 0:00,15681,961.3,1456,0,400,924.7,14529,50.97,0,1724,191.1,14609,2038,17.72,173.9,142.6,14.3,392.4,45.96,196.5,20.07,14840,0,8314,0,1249,6812,573.3,2924,0,5795,1431,2636
9/1/2083 0:00,7669,349.5,1482,0,400,421.9,9695,74.87,0,514.9,176.1,9380,1190,14.81,127.6,77.84,0,354.2,30.58,197.3,12.96,9629,0,4874,0,985.7,5308,452.2,2904,0,5051,1202,2080
10/1/2083 0:00,11173,254.1,1200,291.9,544.9,155.1,12232,74.14,0,573.8,139.6,12313,785.3,9.115,87.36,253.1,2.314,663.6,5.018,283.9,2.509,12529,0,8808,114,373.1,4487,171.2,2795,0,-3676,10272,787.2
11/1/2083 0:00,4486,50.51,1200,175.8,599.1,137.1,11490,62.68,0,495.5,78.6,12302,350.5,79.59,33.1,221.4,0.6009,286.6,0,339.5,0,12655,0,9018,88.56,53.62,4971,24.6,3426,0,-2295,10659,113.1
12/1/2083 0:00,5233,48.01,1200,79.07,780.1,141.7,13572,30.75,0,507.6,73.31,14332,344,57.87,4.57,220.6,0.565,277,0,317.5,0,14636,0,12035,67.26,49.64,3641,22.78,2264,0,-1939,7789,104.7
1/1/2084 0:00,24291,48.01,1200,68.23,10457,141.7,66541,16.43,17432,20298,67.68,74996,346.6,1398,5.41,286,0.5042,404.8,0,745.5,0,75876,0,102949,47.14,46.62,18763,21.39,8740,0,18729,8811,98.36
2/1/2084 0:00,15973,46.35,23680,69.05,8653,128,59380,15.31,0,23012,65.34,74150,335.4,277.1,6.065,4251,0.4868,328.8,0,368.5,0,74418,0,74472,109.3,45.01,17412,20.65,13218,0,18493,12150,94.96
3/1/2084 0:00,64225,55.06,31923,56.14,11519,141.7,77554,8.424,60964,9371,67.68,75025,194.7,2154,13.79,2330,0.5042,887.6,0,7475,3.922,75635,0,146454,108.2,46.62,19967,21.39,23036,0,30587,12455,98.36
4/1/2084 0:00,21383,71.46,19870,62.39,9780,137.2,61473,10.88,0,8641,68.49,70614,315.3,5.268,55.82,1990,1.274,1640,7.068,9469,5.633,70887,0,65947,149.1,200.9,15059,92.2,25445,0,33764,6422,424
5/1/2084 0:00,12793,1057,11361,1612,6955,805.9,35463,26.12,0,7214,104.3,41772,1370,6.345,98.22,3823,5.125,1760,30.27,3491,20.88,42004,0,35376,154.5,512.9,12881,235.3,21346,0,27772,5450,1082
6/1/2084 0:00,10238,2157,10581,3397,6675,1645,25695,31.34,0,12334,130.5,36034,2409,8.523,49.41,6328,10.74,950.1,39.99,7434,23.33,36272,0,29965,169.9,1200,6897,550.8,23230,0,16075,11606,2533
7/1/2084 0:00,13490,2146,750,2674,3029,1333,13135,32.01,0,1515,187.6,13024,2053,12.69,51.24,2828,2.765,1628,43.27,4894,25.09,13264,0,6773,164,1359,6709,623.7,16547,0,8880,11621,2868
8/1/2084 0:00,14227,1646,750,1872,1425,987.8,13927,43.81,0,3581,194.3,16123,1814,13.56,41.76,1307,11.59,1942,44.06,545.7,20.07,16371,0,9270,163.6,1188,7484,545.2,6544,0,37.49,11611,2507
9/1/2084 0:00,12754,714.1,2724,719.1,350,431.3,16441,76.61,0,1551,186.8,17364,1089,13.9,24.76,560.5,8.71,1279,33.7,521.8,12.96,17626,0,10335,164.6,969.8,8096,445,4990,0,-422.5,11582,2046
10/1/2084 0:00,9451,245.9,5084,291.8,475.4,152.9,15174,73.71,0,1181,131.8,16223,442.1,542,7.957,307.5,1.931,910.2,6.648,1012,5.018,16447,0,12041,157.2,247.8,5372,113.7,5463,0,-1122,11535,522.8
11/1/2084 0:00,6847,318.5,3462,289.6,350,305.6,11152,57.02,0,2751,99.24,13788,364.9,1369,3.564,252.3,1.123,314.3,0,477.2,0,13990,0,9726,121.4,148.5,4800,68.14,4730,0,-2223,11490,313.3
12/1/2084 0:00,7494,64.77,2257,79.32,679,138.1,20966,32.01,0,3220,68.21,25142,204,321.4,4.57,259.9,0.5089,362.6,0,1411,0,25651,0,24002,100.7,46.96,5780,21.54,5453,0,1385,9829,99.07
1/1/2085 0:00,14611,64.77,13895,68.48,2814,138.1,46715,17.69,0,9910,68.21,57454,204,538.4,5.41,400.3,0.5089,356.6,0,2131,0,57854,0,51937,93.02,46.96,10758,21.54,5759,0,9542,6972,99.07
2/1/2085 0:00,41287,64.77,18248,71.77,7859,124.7,66705,15.86,17942,15537,68.21,74431,204,1437,6.116,3136,1.336,2754,0,5717,0,75026,0,99750,104.9,46.98,16886,21.56,17363,0,20991,13299,99.12
3/1/2085 0:00,19841,63.79,11170,56.4,5782,138.1,45233,8.424,0,6367,68.21,52168,204,357,7.96,2044,1.542,1758,2.509,4480,4.138,52472,0,48211,99.17,52.61,10392,24.14,13067,0,11473,11981,111
4/1/2085 0:00,14147,206.1,10003,74.33,5238,140.6,34243,8.705,0,5550,85.01,40096,370.7,5.31,64.76,1287,2.957,1967,8.88,2940,10.2,40390,0,35863,132.9,211.8,9199,97.17,12009,0,17837,3007,446.8
5/1/2085 0:00,9939,574,8793,1058,7457,544.9,30527,21.48,0,4087,101.7,34120,1134,6.348,90.51,2104,7.956,2128,18.28,1242,19.16,34416,0,29944,137.4,466.6,7539,214.1,8875,0,13266,2242,984.5
6/1/2085 0:00,10896,2295,7037,3777,4450,1752,17926,31.34,0,2489,137.3,18135,2685,7.897,94.02,556.8,11.74,1100,56.17,430.5,23.33,18371,0,15140,157.5,1251,3865,573.8,5873,0,-658.3,7837,2638
7/1/2085 0:00,11446,1995,7347,2864,1831,1361,16538,32.01,0,1873,182.5,16674,2203,13.66,101.3,981.4,2.765,459.7,50.25,2632,25.09,16929,0,9343,109.2,1497,7654,687.1,6406,0,-226.6,11242,3159
8/1/2085 0:00,9265,1536,750,2124,500,1044,7808,56.02,0,3137,189.9,9516,1895,14.39,95.12,947.7,12.5,851.5,55.2,470.2,20.07,9776,0,4802,151.7,1241,5548,569.2,5157,0,85.59,8137,2617
9/1/2085 0:00,5113,564.5,750,442.1,500,346.1,8020,74.43,0,2150,172.9,9693,942.5,14.73,74.67,556.9,5.296,1225,11.64,468.5,7.778,9956,0,5109,152.8,908.4,5387,416.8,4874,0,-1419,9886,1916
10/1/2085 0:00,8622,134.9,900,265.9,590.2,152.7,11908,72.03,0,1300,126.2,12890,727.3,20.87,17.18,429.5,2.272,930.6,2.509,1013,0,13150,0,9145,145.9,525.5,4783,241.1,4880,0,-2880,11535,1109
11/1/2085 0:00,7654,78.33,900,190.3,676.5,144,11255,58.33,0,5313,80.1,16842,243.2,931,3.87,610.5,0.5224,333.6,0,795.7,0,17129,0,12556,113.8,56.77,6155,26.05,6057,0,693.8,11490,119.8
12/1/2085 0:00,39559,63.24,24080,79.57,9879,144.3,67839,32.86,22389,21308,68.74,75262,205.2,1707,4.57,2116,0.5137,3574,0,2708,0,75805,0,105962,95.04,47.29,18642,21.7,15419,0,20757,13292,99.77
1/1/2086 0:00,52672,63.24,44827,68.73,17449,144.3,78811,16.01,65919,23563,68.74,77091,205.2,3385,5.41,10337,0.5137,9096,0,8852,0,77868,0,173322,96.18,47.29,23890,21.7,50530,0,61205,13272,99.77
2/1/2086 0:00,12710,64.6,11670,72.02,4588,130.3,36251,15.39,0,4136,68.74,40937,205.2,559,6.133,4622,0.5137,1894,0,8351,0,41226,0,38723,109.9,47.29,10492,21.7,25609,0,22815,13306,99.77
3/1/2086 0:00,17169,163.6,9634,79.56,5336,115,36888,8.003,0,8337,90.54,45296,361.5,47.86,8.546,2009,0.7659,4457,4.505,12796,5.748,45522,0,39282,98.19,191.8,9806,88.02,31660,0,28427,12701,404.7
4/1/2086 0:00,11232,317.9,5491,144.8,2576,124.5,21566,10.88,0,2780,113.9,23930,804.5,6.65,125.4,277,4.115,1751,14.93,4071,13.99,24157,0,19982,86.74,557.8,4749,255.9,11089,0,11952,2773,1177
5/1/2086 0:00,7527,1309,1713,1880,3793,805.4,11847,25.27,0,2412,129.9,12957,1657,9.081,177.6,347.6,9.497,2122,41.12,1204,17.56,13188,0,10340,97.73,865.3,3146,397,7977,0,7391,1990,1826
6/1/2086 0:00,13097,2442,5200,3626,1961,1353,14862,30.47,0,2316,149.5,15068,2561,12.84,185.9,309.2,9.757,1106,41.32,473.2,23.33,15323,0,11931,103.7,1360,3322,623.8,5912,0,-1237,7704,2868
7/1/2086 0:00,13695,1914,8825,2552,984.6,986.6,19902,31.17,0,2019,193.4,20299,2068,13.15,196.9,286,2.765,461.5,60.87,463.7,25.09,20554,0,11907,115,1529,8731,701.6,3360,0,-2430,11415,3226
8/1/2086 0:00,8636,1467,1622,1726,500,727.5,8741,54.34,0,1390,185.6,8763,1825,16.6,173.9,324.1,11.65,472.1,41.97,480.7,20.07,9024,0,4180,120.5,1218,5355,558.9,4082,0,687,6317,2570
9/1/2086 0:00,5183,396.9,750,362.6,591.5,129.6,8570,73.99,0,1181,167.5,9255,1007,13.89,127.6,616.3,5.719,460.7,33.7,474.2,12.96,9538,0,4704,160.3,924.2,5270,424,4214,0,-1060,8716,1950
10/1/2086 0:00,6917,276.4,5169,339,500,260.2,13324,81.72,0,1207,104.4,14135,743.9,9.47,67.14,314.3,3.478,938.8,2.509,606.5,2.509,14376,0,10395,146.9,274.6,4966,126,4391,0,-2858,11735,579.3
11/1/2086 0:00,5099,72.25,4678,178.7,1278,113.2,16259,63.11,0,1420,73.29,18301,271.2,112.7,33.33,293.9,0.5629,354.6,0,604.7,0,18722,0,13900,111,70.66,6544,32.42,4421,0,-761.8,11661,149.1
12/1/2086 0:00,10592,64.28,4674,90.66,1464,117,22645,34.96,0,1495,69.27,24570,204,46.99,22.58,288.1,0.5184,326.3,0,556.4,0,24892,0,21026,84.04,47.84,4937,21.95,3252,0,-929.5,9087,100.9
1/1/2087 0:00,40619,64.28,4672,76.2,5060,117,64412,18.96,9012,7219,69.26,72819,204,622.8,5.41,514.6,0.5184,387.7,0,2198,0,73300,0,76837,93.52,47.62,12905,21.85,6948,0,12347,7522,100.5
2/1/2087 0:00,67056,64.28,20674,76.43,7351,105.7,77280,17.26,59722,6635,69.26,74844,204,3385,6.296,2640,0.5184,517.9,0,4397,2.778,75859,0,155200,112.1,47.63,19676,21.85,20795,0,27449,13193,100.5
3/1/2087 0:00,36040,76.94,24318,54.1,12851,150.9,67627,7.161,21709,13050,69.26,74071,208.4,1154,14.3,1794,0.5184,1827,0,5401,0,74405,0,102270,107.1,48.28,15418,22.15,16394,0,18792,13100,101.9
4/1/2087 0:00,19764,89.55,10003,58.84,5169,146.1,42991,8.705,0,3570,71.56,46991,310.9,5.389,49.49,920.7,1.234,2612,3.275,4206,5.099,47291,0,44961,147.2,180.9,9069,82.98,18256,0,22490,4576,381.6
5/1/2087 0:00,17476,542.3,10003,727.9,3299,451.9,41109,20.64,0,3373,86.41,44548,641.2,14.99,41.41,1728,1.968,2387,10.38,1539,6.459,44856,0,38599,152.6,96.02,11051,44.06,17329,0,23941,4347,202.6
6/1/2087 0:00,18277,2046,12984,2882,8978,1369,41834,31.77,0,14158,132.6,54304,2147,5.614,135.4,6773,8.969,2255,35.37,10123,20.74,54548,0,46005,170,867.5,10918,398,30913,0,28467,11606,1830
7/1/2087 0:00,14568,2776,3520,3139,3742,1603,18189,32.01,0,3917,143,20337,2265,10.58,146,5198,14.08,4670,46.01,7621,25.09,20597,0,11624,164.1,1569,9007,720.1,26631,0,20936,11493,3311
8/1/2087 0:00,14149,2033,2226,1981,1870,1086,16693,42.54,0,3651,182.1,18550,2331,15.38,131.4,1649,12.15,2378,46.02,538,20.07,18831,0,11343,163.7,1557,8305,714.3,7742,0,1546,11362,3285
9/1/2087 0:00,12663,834.4,6076,687.4,400,458.1,20999,69.64,0,2332,122.3,23385,603.8,16.85,95.39,1061,8.561,1648,33.7,534.9,12.96,23717,0,15522,164.7,512.2,10847,235,6589,0,5112,11392,1081
10/1/2087 0:00,10329,284.6,5436,287.1,607.8,153.2,18657,70.34,0,1744,114.7,20012,747.7,655.2,2.482,454.3,1.193,1009,5.018,1079,2.509,20249,0,14562,157.4,480.7,6183,220.6,6401,0,257.3,11390,1014
11/1/2087 0:00,13030,79.18,7067,157.9,732.1,135.5,27832,53.97,0,4192,73.03,32464,227,1449,11.53,333.9,1.033,444.3,0,559.2,0,32799,0,28166,121.5,62.22,6106,28.55,5894,0,470.3,11488,131.3
12/1/2087 0:00,16129,83.36,5137,82.78,2116,141,28593,29.91,0,2858,77.72,31733,236.3,83.3,4.57,451.2,0.5863,650.4,0,1766,0,32009,0,27106,100.8,56.19,5744,25.78,4804,0,567.6,9910,118.5
1/1/2088 0:00,16628,84.23,16173,68.92,5438,140.4,43885,14.74,0,8902,71,53302,216,355.7,5.41,1088,0.5232,2603,0,5010,0,53599,0,45867,95.56,50.85,10971,23.33,10898,0,12039,9785,107.3
2/1/2088 0:00,30719,73.92,13441,67.6,4099,126.5,62535,13.96,1483,7204,67.38,71239,202.5,1560,5.966,1864,2.25,2780,0,3086,0,71727,0,65902,99.09,46.33,15942,21.26,12457,0,17460,10938,97.75
3/1/2088 0:00,22714,67.83,14033,59.15,6279,97.73,52819,8.424,0,4551,74.72,57913,218.6,330.6,10.18,512.5,1.307,1664,0,4245,0,58200,0,54450,103.9,56.48,10725,25.92,9364,0,9938,10107,119.2
4/1/2088 0:00,17503,217.4,9760,99.79,4020,102,36260,10.01,0,3123,101,39545,405.9,5.434,78.22,318.5,1.745,1967,8.623,1305,10.53,39800,0,35530,134.6,207.9,7440,95.41,7859,0,12772,2156,438.7
5/1/2088 0:00,7141,1446,5794,2016,7686,735.6,20440,24.01,0,5427,128.9,24657,1612,6.344,140.8,454.9,7.411,2111,37.83,1203,22.58,24881,0,20204,139.2,896.6,6261,411.4,5671,0,8200,1906,1892
6/1/2088 0:00,11262,2123,3280,3562,4405,1054,15827,36.56,0,2770,145.9,16549,2549,12.54,146.3,335.4,11.49,1103,40.59,482.4,23.33,16807,0,13549,115.4,1212,3629,556.2,3932,0,-1705,6815,2557
7/1/2088 0:00,12716,2129,8379,2461,1220,921.2,18584,37.07,0,2883,193.8,19938,2019,12.74,154.2,307.4,13.84,460.4,45.68,477.2,22.58,20198,0,11668,111.3,1469,8592,673.8,3619,0,-2575,11802,3099
8/1/2088 0:00,8657,1519,971.6,2008,524.6,603.4,8193,48.86,0,2379,166.4,9278,1788,15.47,139.1,620.5,11.6,469.6,55.37,489.1,20.07,9540,0,4893,153.8,1126,5462,516.7,4269,0,-95.32,7586,2376
