A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
734,31Oct1982,369.4,1757.9,373.0,7456,7451,7651,4.6,0.00,4.55,0.00,4.554,8377,155.8,160,409.6,8872,0.0,0.0,0.0,8890,17.5,8836,8836,8836,8836,9430,87.2,15.6,71.6,506.7,88.0,214.7,204.0,8708,9099,50.0,9128,9128,0,9128,9533,0.0,9312,9176,9176,0,9176,9176,0,9176,9176,0,9176,8971,8971,8869,8630,258,190,68.306,228,722.3,341,722.3,233.2,233.2,0.0,233.2,156.78,363,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,3546,12475,12565,0.0,0,0,12565,0,12475,12113,12113,15857,15947,0,15847,15780,15648,16275,0.0,7000,0,0.0
735,30Nov1982,295.2,2522.0,300.0,6431,6428,6628,2.5,0.00,2.52,0.00,2.521,8496,718.3,589,560.4,10085,0.0,0.0,0.0,10148,63.5,10202,10202,10202,10202,11506,413.1,74.1,339.0,890.8,190.4,347.6,352.8,11157,12201,148.5,12217,12217,0,12217,12459,0.0,12420,12366,12366,0,12366,12366,0,12366,12366,0,12366,12231,12231,12213,13162,412,377,35.292,385,348.8,895,348.8,93.4,93.4,0.0,93.4,83.07,0,0.0,0.0,0.00,551,0.0,0.0,0.00,551,651,3048,18541,15530,3111.0,0,0,18641,0,18541,18541,18541,29063,29163,0,29063,28985,28865,29510,0.0,19300,0,0.0
736,31Dec1982,2641.3,2896.2,2654.9,15326,15323,15523,2.3,0.00,2.28,0.00,2.277,20805,1900.8,2587,793.7,23623,0.0,0.0,0.0,23926,303.0,24051,24051,24051,24051,26846,1190.7,295.4,895.3,1604.2,354.9,564.9,684.4,26624,28968,420.2,28970,28970,0,28970,33388,0.0,33356,33400,33400,0,33400,30000,3400,30789,18000,12789,21175,21003,21003,20988,20988,773,3349,34.153,12972,222.3,1924,222.3,92.5,92.5,0.0,92.5,0.00,800,0.0,0.0,0.00,3820,0.0,0.0,0.00,3820,12362,3570,42660,15530,4785.9,11238,18866,50521,0,42660,42660,42660,55742,57684,0,55742,55670,55595,56198,0.0,36225,0,0.0
737,31Jan1983,3553.1,4113.1,3572.7,20052,20050,20250,2.0,0.00,1.95,0.00,1.952,28043,2316.0,4447,1030.0,31213,0.0,0.0,0.0,31546,333.0,31948,31948,31948,31948,35925,1814.6,521.2,1293.3,2161.8,459.3,662.4,1040.1,35850,40148,540.2,40017,40017,0,40017,45743,0.0,45743,46436,46436,0,46436,30000,16436,33815,18000,15815,21926,21640,21640,21640,21640,1031,13636,16.263,25529,74.8,3758,74.8,42.3,42.3,0.0,42.3,0.00,2524,0.0,0.0,0.00,7875,0.0,0.0,0.00,7875,27032,3886,47688,15530,4785.9,11238,34416,54273,11797,47688,47688,47688,57884,60274,0,57884,57816,57762,58355,0.0,18918,0,0.0
738,28Feb1983,4792.1,5140.3,4818.7,41929,41927,42127,1.8,0.00,1.80,0.00,1.801,56684,4677.5,8543,1336.0,62871,0.0,0.0,0.0,63447,575.4,63831,63831,63831,63831,69386,2456.4,795.0,1661.4,3098.6,545.3,927.4,1625.9,69317,75388,969.1,75237,75237,0,75237,87461,0.0,87461,87078,60000,27078,78101,30000,48101,41165,18000,23165,23750,23524,23524,23524,23559,13544,50460,19.807,67879,68.4,5102,68.4,34.3,34.3,0.0,34.3,0.00,4562,0.0,0.0,0.00,11152,0.0,0.0,0.00,11152,84895,5307,65664,15530,4785.9,11238,105065,54273,82446,65664,65664,65664,78867,73000,1958,78867,78791,78717,79378,0.0,13000,0,0.0
739,31Mar1983,5959.4,5798.8,6000.0,38705,38703,39076,2.0,0.00,1.95,0.00,1.952,58496,5528.8,12002,1888.1,68152,0.0,0.0,0.0,68589,437.5,69136,69136,69136,69136,76817,3335.8,1232.4,2103.4,4345.6,598.3,1339.2,2408.1,76798,83646,1399.9,83293,83293,0,83293,97418,0.0,97418,100020,60000,40020,86753,30000,56753,43173,18000,25173,24249,24065,24065,24065,24065,15904,59466,17.890,78395,19.5,5449,19.5,12.1,12.1,0.0,12.1,0.00,5486,0.0,0.0,0.00,17137,0.0,0.0,0.00,17137,134745,6102,70477,15530,4785.9,11238,139900,54273,117281,70477,70477,70477,79152,73000,16086,79152,79079,78987,79606,0.0,13000,0,0.0
740,30Apr1983,2783.6,2123.2,2806.6,21178,21176,21376,2.2,0.00,2.18,0.00,2.185,27004,1501.3,3058,1068.9,29529,0.0,0.0,0.0,29655,126.7,29758,29758,29758,29758,32987,1455.0,359.0,1104.2,1782.8,280.7,571.6,930.5,31586,34366,342.9,34125,34125,0,34125,37296,0.0,36752,40212,40212,0,40212,30000,10212,32371,18000,14371,21567,21413,20989,20702,20742,841,8666,16.806,19474,1401.8,2437,1401.8,531.7,531.7,0.0,531.7,0.00,3048,132.8,116.8,15.93,9597,174.8,153.8,20.97,9610,17886,5423,51000,15530,4785.9,11238,27664,54273,4946,50901,50889,50885,58626,56140,0,58626,58527,58408,59206,0.0,13000,0,0.0
741,31May1983,6562.0,3400.4,4570.0,9582,8996,9273,684.4,65.38,618.99,589.06,29.925,13726,1192.5,2139,1121.8,14709,0.0,0.0,93.8,14769,60.2,14227,14227,14227,14227,17888,1837.4,371.9,1473.4,1845.2,249.9,744.3,1023.3,15786,16628,241.8,16962,16962,0,16962,16900,0.0,16092,19000,19000,0,19000,19000,0,19000,18000,1000,18248,18176,17460,16973,16385,742,722,19.516,1480,2133.0,599,2133.0,820.5,820.5,0.0,820.5,0.00,688,922.0,811.3,110.64,1427,1213.3,1067.7,145.59,1476,1576,9935,38929,15530,4785.9,11238,7475,39029,0,38448,38367,38337,47377,47477,0,47377,47196,47055,48376,0.0,12400,0,0.0
742,30Jun1983,7183.7,6760.8,4626.0,13067,12271,12471,928.0,88.90,839.10,800.45,38.653,14954,646.8,711,1125.1,15325,0.0,0.0,0.0,15339,13.3,14143,14143,14143,14143,16209,728.0,117.1,619.1,1360.1,180.3,771.3,653.9,13250,13445,88.1,13791,13791,0,13791,14063,0.0,12881,15480,15480,0,15480,15480,0,15480,15480,0,15480,15442,14207,13398,13928,297,274,23.528,278,3000.0,107,3000.0,1196.9,1196.9,0.0,1196.9,0.00,199,1657.7,1458.8,198.92,200,2181.4,1919.6,261.76,266,366,18779,31134,15530,4785.9,10918,0,31234,0,30492,30345,30293,38292,38392,0,38292,38073,37940,39508,0.0,11800,0,0.0
743,31Jul1983,5382.6,5677.4,2103.2,13636,12707,12792,1077.9,104.09,973.85,936.45,37.406,14027,228.7,308,698.2,14504,0.0,0.0,1988.6,14505,1.8,13123,13123,13123,13123,13838,161.4,30.1,139.2,572.7,109.6,478.3,305.2,10965,11013,47.9,11221,11221,0,11221,11358,0.0,10234,11411,11411,0,11411,11411,0,11411,11411,0,11411,11377,10097,9276,9744,41,19,22.769,21,2923.2,0,2923.2,1197.0,1197.0,0.0,1197.0,0.00,321,820.3,599.3,220.98,0,2423.3,2132.5,290.79,48,48,10337,13736,13736,0.0,0,0,13736,0,13226,13063,13005,15334,15334,0,15334,15117,14985,16550,0.0,5000,0,0.0
744,31Aug1983,2585.3,3705.4,450.0,13521,12791,12876,851.9,81.48,770.40,733.64,36.755,13604,120.3,124,483.1,14157,0.0,0.0,1662.8,14158,0.6,13096,13096,13096,13096,13411,43.7,11.7,39.9,294.1,72.9,240.6,221.6,11274,11311,37.8,11456,11456,0,11456,11300,959.1,10515,11089,11089,0,11089,11089,0,11089,11089,0,11089,11073,10182,9617,10438,72,3,68.306,15,2174.7,0,2174.7,889.8,889.8,0.0,889.8,0.00,264,1285.1,1121.3,163.74,0,1795.5,1580.0,215.46,54,54,4524,13230,13230,0.0,0,0,13230,0,12818,12697,12654,14843,14843,0,14843,14654,14522,15910,0.0,5000,0,0.0
745,30Sep1983,3184.3,2691.2,450.0,12334,11901,12051,505.8,48.23,457.62,434.76,22.856,12752,136.0,122,443.3,13076,0.0,0.0,0.0,13078,2.2,12828,12828,12828,12828,13132,21.7,9.4,20.4,308.3,59.4,176.0,198.9,12624,12684,37.0,12781,12781,0,12781,13192,0.0,13080,14095,14095,0,14095,14095,0,14095,14095,0,14095,14011,13854,13773,13436,121,39,82.347,94,528.5,23,528.5,176.1,176.1,0.0,176.1,0.00,172,343.5,271.4,72.04,0,789.9,695.1,94.78,49,149,2048,19322,15530,3891.9,0,0,19422,0,19104,19050,19032,20420,20520,0,20420,20280,20148,21196,0.0,5000,0,0.0
746,31Oct1983,2334.2,1291.9,373.0,9169,8963,9163,239.6,22.77,216.79,204.92,11.872,9949,160.3,161,464.9,10112,0.0,0.0,0.0,10126,14.6,9940,9940,9940,9940,10345,23.5,11.5,19.9,407.5,71.8,175.2,204.1,9548,10128,41.7,10182,10182,0,10182,10733,283.4,10483,10809,10809,0,10809,10809,0,10809,10809,0,10809,10651,10621,10500,10087,280,280,0.000,280,805.9,538,805.9,260.3,260.3,0.0,260.3,156.20,68,191.2,161.1,30.11,0,330.1,290.5,39.62,45,145,1236,15460,14867,0.0,0,0,14867,0,15331,15309,15301,16880,16288,0,16188,16626,16596,17376,0.0,7000,0,0.0
747,30Nov1983,2306.3,3691.1,300.0,13957,13955,14155,2.5,0.00,2.52,0.00,2.521,17821,1142.9,1560,964.0,20452,0.0,0.0,0.0,20554,102.2,20697,20697,20697,20697,23576,1204.1,198.1,1006.0,1675.4,321.9,587.5,765.9,23278,25498,239.0,25565,25565,0,25565,26528,0.0,26514,26938,26938,0,26938,26938,0,26938,18000,8938,20219,20147,20147,20141,20141,668,632,35.292,7360,297.9,1981,297.9,77.7,77.7,0.0,77.7,0.00,649,0.0,0.0,0.00,2873,0.0,0.0,0.00,2873,13447,2608,41453,15530,4785.9,11238,19168,50722,0,41453,41453,41453,55843,66417,0,55843,55764,55645,56289,0.0,8354,0,0.0
748,31Dec1983,6362.6,5748.0,6000.0,33270,33267,33467,2.3,0.00,2.28,0.00,2.277,46141,4312.0,6603,1758.4,52572,0.0,0.0,0.0,53168,596.2,53470,53470,53470,53470,59728,2509.7,712.3,1797.4,3748.5,744.7,1185.3,1818.5,59571,65446,826.7,65386,65386,0,65386,73231,0.0,73231,73839,60000,13839,69251,30000,39251,39111,18000,21111,23240,23003,23003,23003,23003,6327,36433,34.153,52312,157.8,5049,157.8,73.8,73.8,0.0,73.8,0.00,4057,0.0,0.0,0.00,3325,0.0,0.0,0.00,3325,82136,3478,65659,15530,4785.9,11238,105030,54273,82411,65659,64927,64927,80685,73000,8874,80685,80613,80538,81141,0.0,36757,0,0.0
749,31Jan1984,2398.6,3008.7,300.0,9790,9788,9988,2.1,0.00,2.11,0.00,2.114,13476,862.3,1713,912.2,14662,0.0,0.0,0.0,14789,126.4,14930,14930,14930,14930,17001,734.3,182.7,551.6,1337.3,293.2,422.8,621.3,16861,17997,205.0,17649,17649,0,17649,18980,6.7,18948,21552,21552,0,21552,21552,0,21552,18000,3552,18882,18670,18670,18655,18655,755,739,16.263,3413,140.5,931,140.5,62.1,62.1,0.0,62.1,0.71,240,0.0,0.0,0.00,6460,0.0,0.0,0.00,6460,12168,3271,40602,15530,4785.9,11238,14610,46264,0,40602,40602,40602,48091,47198,0,48091,48022,47968,48562,0.0,26980,0,0.0
750,29Feb1984,323.0,2690.6,300.0,4456,4454,4654,1.7,0.00,1.74,0.00,1.739,7248,1076.6,781,736.6,8257,0.0,0.0,0.0,8361,104.6,8407,8407,8407,8407,9946,473.0,94.7,378.3,1065.7,214.9,365.4,485.4,9880,10138,176.2,10391,10391,0,10391,10609,0.0,10609,11382,11382,0,11382,11382,0,11382,11382,0,11382,11309,11309,11309,12255,2974,2955,19.124,2960,66.1,82,66.1,33.1,33.1,0.0,33.1,0.00,0,0.0,0.0,0.00,302,0.0,0.0,0.00,302,4926,2541,28739,15530,4785.9,11238,1708,33362,0,28739,28739,28739,34169,32192,0,34169,34095,34024,34662,0.0,23219,0,0.0
751,31Mar1984,826.4,2110.0,300.0,9310,9309,9509,1.8,0.00,1.79,0.00,1.789,11801,757.3,793,742.1,12959,0.0,0.0,0.0,13039,79.6,13056,13056,13056,13056,14944,576.3,97.5,486.8,1324.5,195.1,436.6,692.8,14887,15161,254.8,15362,15362,0,15362,14287,0.0,14277,15440,15440,0,15440,15440,0,15440,15440,0,15440,15514,15468,15446,15449,754,736,17.890,740,58.0,19,58.0,25.3,25.3,0.0,25.3,0.00,567,110.1,96.9,13.21,757,136.6,120.2,16.39,772,5433,3315,26332,15530,4785.9,10577,0,30993,0,26315,26305,26302,29797,28210,0,29797,29704,29598,30370,0.0,17983,0,0.0
752,30Apr1984,780.7,2892.3,460.0,5183,4900,5100,387.7,37.14,350.56,334.43,16.133,6870,566.8,534,669.0,6941,0.0,0.0,2020.4,6987,45.2,6779,6779,6779,6779,7962,333.8,61.2,280.7,872.0,176.7,359.7,475.8,5176,5328,122.3,5428,5428,0,5428,5799,2514.2,4836,7154,7154,0,7154,7154,0,7154,7154,0,7154,7095,6049,5340,6929,17,0,16.806,4,2813.1,30,2813.1,1053.4,1053.4,0.0,1053.4,0.00,248,972.8,824.3,148.45,0,1536.0,1351.7,184.32,111,227,4147,11625,11741,0.0,0,0,11741,0,11206,11097,11058,12617,12732,0,12617,12117,11952,13368,0.0,12037,0,0.0
753,31May1984,4686.3,3450.5,4709.0,7422,6803,7081,847.5,81.48,766.01,733.48,32.527,8549,457.3,296,715.0,8614,0.0,0.0,3656.6,8629,15.1,8106,8106,8106,8106,9062,219.4,27.8,199.6,757.1,157.9,470.2,381.8,6775,6864,60.7,7041,7041,0,7041,7568,4419.5,6774,6622,6622,0,6622,6622,0,6622,6622,0,6622,6767,5768,5108,5524,20,0,19.516,6,2330.6,28,2330.6,920.2,920.2,0.0,920.2,0.00,289,817.7,628.6,189.09,0,1956.5,1721.7,234.78,80,180,3928,10839,10939,0.0,0,0,10939,0,10416,10277,10227,10535,10635,0,10535,10039,9905,11306,0.0,11011,0,0.0
754,30Jun1984,2806.6,2761.1,2526.0,11085,10410,10610,924.8,88.90,835.91,800.45,35.460,11555,216.8,127,601.2,11765,0.0,0.0,3856.5,11772,7.1,10908,10487,14403,14448,11418,74.5,13.2,69.5,457.4,87.8,375.6,265.8,8463,8521,46.8,8604,8604,0,8604,8883,3582.5,7821,7722,7722,0,7722,7722,0,7722,7722,0,7722,7760,6472,5626,5884,12,12,0.000,12,3000.0,12,3000.0,1200.0,1200.0,0.0,1200.0,0.00,312,777.1,565.5,211.63,0,2189.8,1927.0,262.77,66,166,3239,12129,15530,868.8,0,0,16399,0,11645,11489,11434,13075,18064,0,17964,12552,12416,13935,0.0,13432,0,0.0
755,31Jul1984,2555.5,2200.1,1102.0,15092,14297,14382,1085.1,104.74,980.36,942.95,37.406,14945,68.7,59,435.3,15465,0.0,0.0,3922.2,15467,1.2,14619,13680,14584,14619,14736,11.2,4.0,15.2,126.1,49.9,217.6,179.1,11864,11896,32.5,11935,11935,0,11935,11517,188.2,10547,10225,10225,0,10225,10225,0,10225,10225,0,10225,10171,8891,8070,9411,5,5,0.000,5,2923.2,0,2923.2,1197.0,1197.0,0.0,1197.0,0.00,334,1040.0,805.8,234.19,0,2423.3,2132.5,290.79,48,48,1601,19878,15530,4297.5,0,0,19828,0,19392,19219,19158,22783,22723,0,22723,22587,22467,24033,0.0,5000,0,0.0
756,31Aug1984,2448.8,2050.6,450.0,8867,8190,8275,927.3,89.12,838.22,802.76,35.454,8766,51.9,57,381.7,8996,0.0,0.0,136.7,8996,0.6,8365,8365,8365,8365,8458,0.0,1.9,4.6,115.2,47.2,155.9,150.6,6485,6517,32.6,6527,6527,0,6527,6695,0.0,6035,6716,6716,0,6716,6716,0,6716,6716,0,6716,6534,5669,5122,6033,70,1,68.306,13,2010.0,0,2010.0,771.3,771.3,0.0,771.3,0.00,267,1371.7,1204.3,167.39,0,1732.1,1524.2,207.85,52,52,2221,14188,13934,0.0,0,0,13934,0,13801,13677,13633,15451,15197,0,15197,14996,14821,16200,0.0,5000,0,0.0
757,30Sep1984,2449.2,1402.0,450.0,15119,14615,14765,691.0,66.38,624.66,597.61,27.057,15255,52.8,85,353.1,15460,0.0,0.0,0.0,15462,2.0,15351,5322,5570,15351,15490,0.0,2.0,3.4,163.5,47.9,142.0,141.1,14945,15001,33.0,15102,15102,0,15102,15130,621.9,15014,15439,15439,0,15439,15439,0,15439,15439,0,15439,15382,15191,15093,15104,121,121,0.000,121,571.8,23,571.8,198.8,198.8,0.0,198.8,0.00,245,697.1,613.4,83.65,13,865.5,761.6,103.86,67,167,1979,25047,10259,0.0,0,0,10259,0,24814,24753,24731,27041,10841,0,10741,26904,26784,27892,0.0,5000,0,0.0
758,31Oct1984,1621.8,872.5,373.0,7361,7345,7545,20.5,1.63,18.87,15.12,3.741,8231,177.1,137,371.5,8767,0.0,0.0,0.0,8779,11.9,8692,5918,5918,8692,9055,14.1,5.9,16.2,363.6,60.2,146.8,156.5,8285,8326,33.8,8299,8299,0,8299,8476,1089.4,8238,8308,8308,0,8308,8308,0,8308,8308,0,8308,8004,7995,7883,7548,236,236,0.000,236,771.7,7,771.7,247.4,247.4,0.0,247.4,157.16,17,138.9,122.2,16.67,1177,172.4,151.7,20.69,1201,1301,1241,11291,8450,0.0,0,0,8450,0,11243,11230,11226,13279,10438,0,10338,13088,13010,13724,0.0,7000,0,0.0
759,30Nov1984,786.9,398.2,300.0,3370,3368,3568,2.2,0.00,2.18,0.00,2.185,7757,1360.7,2221,607.4,10153,0.0,0.0,0.0,10214,60.1,10346,10246,10246,10346,12128,863.9,184.1,679.8,918.6,175.6,320.5,422.5,11830,11981,140.4,12056,12056,0,12056,12602,0.0,12587,13416,13416,0,13416,13416,0,13416,13416,0,13416,13374,13374,13367,14551,399,364,35.292,372,298.7,11,298.7,78.4,78.4,0.0,78.4,82.90,0,0.0,0.0,0.00,655,0.0,0.0,0.00,655,755,1494,17362,15530,1832.5,0,0,17363,0,17362,17362,17362,21198,21199,0,21099,21042,20923,21567,0.0,18238,0,0.0
760,31Dec1984,393.5,380.6,300.0,3347,3345,3545,2.1,0.00,2.11,0.00,2.114,5851,631.5,1127,547.2,6565,0.0,0.0,0.0,6624,58.5,6663,6563,6563,6663,7661,423.7,92.9,330.8,574.5,129.7,206.5,238.2,7408,8122,81.2,8134,8134,0,8134,9871,0.0,9823,10905,10905,0,10905,10905,0,10905,10905,0,10905,10740,10740,10718,11522,281,246,34.153,254,253.1,632,253.1,103.1,103.1,0.0,103.1,0.00,493,0.0,0.0,0.00,0,0.0,0.0,0.00,0,127,1072,15537,15464,0.0,0,0,15564,0,15537,15044,15044,18450,18377,0,18355,18306,18231,18834,0.0,17305,0,0.0
761,31Jan1985,395.3,407.8,300.0,3377,3376,3576,1.8,0.00,1.79,0.00,1.789,4647,240.6,425,406.1,4909,0.0,0.0,0.0,4939,29.7,4964,4814,4814,4964,5575,196.8,32.9,163.9,414.0,102.0,147.1,164.8,5453,5511,48.2,5560,5560,0,5560,5934,0.0,5911,6452,6452,0,6452,6452,0,6452,6452,0,6452,6391,6391,6380,7054,185,169,16.263,172,122.1,10,122.1,55.8,55.8,0.0,55.8,0.62,203,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,971,10412,10262,0.0,0,0,10362,0,10412,10209,10209,12186,12036,0,12036,12066,12012,12610,0.0,12492,0,0.0
762,28Feb1985,394.1,375.2,300.0,3396,3395,3595,1.6,0.00,1.62,0.00,1.621,5075,476.9,605,397.8,5784,0.0,0.0,0.0,5866,81.7,5904,5754,5754,5904,6873,350.3,78.2,272.1,619.2,133.8,227.6,257.8,6805,6970,137.6,7101,7101,0,7101,6935,0.0,6935,7517,7517,0,7517,7517,0,7517,7517,0,7517,7608,7608,7608,8506,2671,2651,19.807,2656,68.4,28,68.4,34.3,34.3,0.0,34.3,0.00,312,0.0,0.0,0.00,0,0.0,0.0,0.00,0,421,1314,14934,15105,0.0,0,0,15205,0,14934,14623,14623,16903,17073,0,16773,16756,16682,17343,0.0,16563,0,0.0
763,31Mar1985,474.6,605.3,300.0,3363,3361,3561,2.0,0.00,1.95,0.00,1.952,4902,483.8,437,420.0,5637,0.0,0.0,0.0,5666,28.7,5692,5542,5542,5692,6526,269.1,58.0,211.1,565.0,101.8,227.9,235.3,6506,6624,92.0,6688,6688,0,6688,6839,0.0,6839,7213,7213,0,7213,7213,0,7213,7213,0,7213,7213,7213,7213,7973,333,315,17.890,319,19.5,25,19.5,12.1,12.1,0.0,12.1,0.00,649,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,1625,11770,11620,0.0,0,0,11720,0,11770,11121,11121,12378,12228,0,12228,12256,12161,12812,0.0,12649,0,0.0
764,30Apr1985,929.6,2924.6,540.0,5424,4968,5168,628.2,60.16,568.03,541.81,26.217,6732,430.2,620,513.4,6988,0.0,0.0,1274.8,7017,29.1,7013,7013,7013,7013,8222,530.8,90.1,448.9,701.4,161.3,328.4,342.9,5868,5976,78.8,6034,6034,0,6034,6139,2266.4,5308,6360,6360,0,6360,6360,0,6360,6360,0,6360,6367,5540,4982,6545,17,0,16.806,4,2379.2,30,2379.2,885.6,885.6,0.0,885.6,0.00,172,222.5,150.4,72.06,0,763.0,671.4,91.56,55,155,3329,10330,10430,0.0,0,0,10430,0,9973,9920,9901,11858,11958,0,11858,11405,11237,12535,0.0,12554,0,0.0
765,31May1985,3163.2,3127.3,2924.0,8562,8007,8285,762.4,73.19,689.24,658.18,31.063,9148,168.5,261,433.7,9559,0.0,0.0,2932.5,9567,7.9,9116,9116,9116,9116,9475,131.2,23.8,115.4,248.3,81.1,241.7,172.9,7178,7226,31.8,7290,7290,0,7290,7609,3633.5,6800,6107,6107,0,6107,6107,0,6107,6107,0,6107,6137,5203,4590,4582,16,16,0.000,16,2340.4,17,2340.4,924.2,924.2,0.0,924.2,0.00,257,548.2,391.1,157.10,0,1663.8,1464.1,199.65,68,168,2800,9104,12448,0.0,0,0,12448,0,8679,8563,8522,9229,12695,0,12595,8721,8621,10009,0.0,13365,0,0.0
766,30Jun1985,2360.4,2159.4,783.0,11660,11010,11210,893.6,85.71,807.84,771.54,36.300,11735,69.4,109,346.6,12077,0.0,0.0,4067.3,12080,3.6,11410,11410,11410,11410,11468,36.8,9.2,35.8,41.1,38.0,162.5,117.4,8513,8549,24.1,8577,8577,0,8577,8226,3797.8,7116,6844,6844,0,6844,6844,0,6844,6844,0,6844,6828,5526,4673,5392,13,13,0.000,13,3000.0,12,3000.0,1200.0,1200.0,0.0,1200.0,0.00,310,975.1,765.5,209.63,0,2220.0,1953.6,266.40,67,167,1379,9793,15530,1898.7,0,0,17429,0,9280,9126,9070,12117,19753,0,19653,11919,11809,13366,0.0,17505,0,0.0
767,31Jul1985,3748.7,2239.0,450.0,14917,14150,14235,1049.2,101.16,948.00,910.59,37.406,14585,26.1,54,270.1,15048,0.0,0.0,1649.6,15049,0.8,14439,11534,14550,14585,14419,0.0,1.6,6.2,0.0,26.3,115.0,98.5,11640,11661,20.9,11686,11686,0,11686,11255,0.0,10251,10586,10586,0,10586,10586,0,10586,10586,0,10586,10519,9239,8418,9609,5,5,0.000,5,2828.0,0,2828.0,1114.1,1114.1,0.0,1114.1,0.00,329,805.3,576.5,228.83,0,2423.3,2132.5,290.79,48,48,955,20248,15530,4353.0,0,0,19883,0,19753,19584,19524,21894,21562,0,21562,21697,21598,23152,0.0,5000,0,0.0
768,31Aug1985,3749.2,2038.2,450.0,13884,13202,13287,936.4,89.94,846.51,809.11,37.406,13612,19.8,48,257.3,13993,0.0,0.0,0.0,13993,0.3,13512,9669,11036,11036,13491,0.0,1.0,2.3,0.0,30.6,101.0,91.3,11328,11348,20.7,11341,11341,0,11341,11072,4201.1,10361,9964,9964,0,9964,9964,0,9964,9964,0,9964,9741,8836,8262,9514,10,10,0.000,10,2203.2,0,2203.2,901.1,901.1,0.0,901.1,0.00,270,1418.0,1247.8,170.16,5,1802.0,1585.8,216.24,60,60,1433,13676,10950,0.0,0,0,10950,0,13274,13148,13103,13374,10648,0,10648,12901,12803,14183,0.0,5000,0,0.0
769,30Sep1985,2508.0,1317.3,450.0,5182,4993,5143,259.8,24.70,235.11,223.01,12.100,5604,98.6,79,283.5,6181,0.0,0.0,0.0,6183,1.7,6028,6026,6028,6028,6176,2.6,4.9,6.0,171.6,42.0,124.5,115.6,5678,5718,28.1,5737,5737,0,5737,5727,450.9,5634,5025,5025,0,5025,5025,0,5025,5025,0,5025,4848,4713,4643,5507,125,125,0.000,125,516.2,12,516.2,176.5,176.5,0.0,176.5,0.00,179,409.4,330.2,79.19,0,838.6,738.0,100.63,52,152,1750,10039,9889,0.0,0,0,9889,0,9826,9767,9747,9854,9704,0,9604,9517,9434,10477,0.0,5000,0,0.0
770,31Oct1985,859.6,1125.5,373.0,5093,5044,5244,66.8,6.18,60.66,56.11,4.554,5787,117.9,104,321.0,6149,0.0,0.0,0.0,6158,9.6,6042,6042,6042,6042,6295,9.9,5.4,12.4,269.9,47.4,115.7,115.7,5492,5524,27.5,5638,5638,0,5638,5528,0.0,5275,4766,4766,0,4766,4766,0,4766,4766,0,4766,4769,4736,4613,4523,163,163,0.000,163,807.3,4,807.3,257.7,257.7,0.0,257.7,156.71,91,74.9,43.3,31.64,0,335.0,294.8,40.20,45,145,761,7141,7241,0.0,0,0,7241,0,7051,7012,7004,7889,7989,0,7889,7663,7640,8390,0.0,7000,0,0.0
771,30Nov1985,429.1,412.6,300.0,4899,4897,5097,2.4,0.00,2.35,0.00,2.353,6009,343.2,104,465.4,6751,0.0,0.0,0.0,6776,24.9,6787,6723,6787,6787,7305,49.9,14.8,35.1,468.1,101.1,184.5,182.5,6932,7001,58.1,7086,7086,0,7086,6488,0.0,6437,5423,5423,0,5423,5423,0,5423,5423,0,5423,5401,5401,5377,6192,159,159,0.000,159,372.7,11,372.7,100.7,100.7,0.0,100.7,82.97,168,0.0,0.0,0.00,0,0.0,0.0,0.00,0,100,877,9096,9196,0.0,0,0,9196,0,9096,8928,8928,10946,11046,0,10946,10794,10771,11385,0.0,7000,0,0.0
772,31Dec1985,371.8,387.5,300.0,3357,3355,3555,2.1,0.00,2.11,0.00,2.114,5088,708.3,386,438.7,6318,0.0,0.0,0.0,6376,57.9,6398,6298,6298,6398,7160,215.7,51.7,164.0,546.1,117.1,186.4,242.7,6935,7026,80.4,7071,7071,0,7071,7546,0.2,7513,7765,7765,0,7765,7765,0,7765,7765,0,7765,7724,7724,7708,8813,243,209,34.153,216,224.7,10,224.7,94.6,94.6,0.0,94.6,0.05,103,0.0,0.0,0.00,261,0.0,0.0,0.00,261,640,1339,13459,13639,0.0,0,0,13739,0,13459,13459,13459,15482,15661,0,15396,15340,15263,15865,0.0,14454,0,0.0
