A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
701,31Jan1980,280,97,300,18198,18196,18396,2,0,2,0,2,24665,2731,2350,1187,27088,0,0,0,27487,398,27616,32569,2066,336,1729,2887,597,982,1308,32495,36267,646,36242,36242,0,36242,43226,0,43226,42647,42647,0,42647,30000,12647,32936,18000,14936,21707,21556,21556,21556,21556,1483,11178,16,22409,75,3126,75,42,42,0,42,0,2677,0,0,0,4458,0,0,0,4458,23184,4038,0,51267,12533,3977,20549,24932,6950,0,51267,51267,51267,63000,73000,1446,63000,63000,63000,62932,62931,63500,0,0,0,73682,63500,63500,63500,0,29086,21081,16340,26079,0,0,0,29086,29086,29086
702,29Feb1980,735,1523,763,29895,29893,30267,2,0,2,0,2,38593,2650,4604,1072,43398,0,0,0,43863,465,44227,49184,1958,609,1349,2998,700,871,1427,49118,53925,783,53709,53709,0,53709,61100,0,61100,57720,57720,0,57720,30000,27720,36434,18000,18434,22576,22293,22293,22293,22327,4029,25296,19,39158,66,4024,66,33,33,0,33,0,4336,0,0,0,4903,0,0,0,4903,48748,4502,0,56101,12533,3977,20549,24932,32565,4175,56101,56101,56101,65440,73000,24743,65440,65440,65440,65366,65366,65974,0,0,0,76657,65974,65974,65974,0,13000,21081,16340,28553,0,0,0,13000,13000,13000
703,31Mar1980,1100,1815,300,3200,3198,3398,2,0,2,0,2,7498,1351,1981,768,10370,0,0,0,10460,90,10555,12592,757,219,542,1282,264,417,601,12572,12959,288,12752,12752,0,12752,16092,0,16092,17647,17647,0,17647,17647,0,17647,17647,0,17647,17472,17472,17472,17472,797,779,18,783,20,98,20,12,12,0,12,0,1643,0,0,0,6211,0,0,0,6211,8982,3992,0,38607,12533,3977,20549,4319,0,0,38607,38607,38607,41105,41537,0,41105,41105,41105,41032,41005,41596,0,0,0,42029,41596,41596,41596,0,13000,21081,16340,4175,0,0,0,13000,13000,13000
704,30Apr1980,542,2546,460,3411,3107,3307,393,38,355,339,16,5215,512,854,542,5765,0,0,0,5805,40,5413,6731,560,111,457,782,123,341,396,6311,6437,108,6691,6691,0,6691,6032,1036,5848,7265,7265,0,7265,7265,0,7265,7265,0,7265,7239,7104,7010,8073,17,0,17,4,436,18,436,170,170,0,170,0,164,186,122,64,0,679,597,81,49,49,4726,0,15302,12533,2769,0,0,0,0,15010,14963,14946,18408,18332,0,18408,18408,18408,18264,17822,18978,0,0,0,18902,18978,18978,18978,0,12580,18978,0,0,0,0,0,12580,12580,12580
705,31May1980,4692,3300,4709,6971,6444,6644,681,65,616,589,27,8025,340,456,584,8514,0,0,0,8533,19,7867,8883,286,53,240,752,131,423,368,6774,6877,75,7142,7142,0,7142,6247,689,5286,5860,5860,0,5860,5860,0,5860,5860,0,5860,6041,5236,4696,6172,103,83,20,89,2141,28,2141,819,819,0,819,0,237,384,246,137,0,1456,1281,175,59,59,6157,0,12025,12025,0,0,0,0,0,11616,11515,11479,15434,15434,0,15434,15434,15434,15264,15138,16470,0,0,0,16470,16470,16470,16470,0,11660,16470,0,0,0,0,0,11660,11660,11660
706,30Jun1980,2658,2792,2526,9786,9219,9537,733,70,662,633,29,10440,163,291,449,10763,0,0,3279,10770,6,9669,10140,107,25,90,387,70,311,204,7893,7948,43,8109,8109,0,8109,7117,2127,6082,6078,6078,0,6078,6078,0,6078,6078,0,6078,6223,5270,4645,5913,24,0,24,4,2281,12,2281,890,890,0,890,0,309,942,734,209,0,2212,1946,265,67,67,8338,0,10136,10136,0,0,0,0,0,9592,9438,9383,11937,11937,0,11937,11937,11937,11358,11232,12811,0,0,0,12811,12811,12811,12811,0,10143,12811,0,0,0,0,0,10143,10143,10143
707,31Jul1980,2598,2078,1102,11291,10448,10598,1085,105,980,943,37,11114,56,122,339,11533,0,0,4511,11535,1,10255,10332,30,10,28,67,45,204,133,7939,7979,29,8068,8068,0,8068,7224,1218,6112,6350,6350,0,6350,6350,0,6350,6350,0,6350,6385,5285,4580,5658,23,0,23,3,2443,11,2443,958,958,0,958,0,327,857,630,227,0,2404,2115,288,48,48,6887,0,11240,11539,0,0,0,0,0,10776,10609,10549,12673,12972,0,12972,12972,12972,12479,12194,13692,0,0,0,13991,13991,13991,13991,0,5000,13692,0,0,0,0,0,5000,5000,5000
708,31Aug1980,2369,2066,870,9370,8615,8765,975,94,881,844,37,9116,33,72,247,9544,0,0,2825,9544,0,8509,8491,2,3,7,1,38,122,110,6577,6599,23,6668,6668,0,6668,5779,5532,4922,5916,5916,0,5916,5916,0,5916,5916,0,5916,5888,5046,4511,5974,68,0,68,12,1955,0,1955,749,749,0,749,0,271,637,466,171,0,1812,1594,217,55,55,3421,0,8049,7734,0,0,0,0,0,7641,7515,7470,10982,10666,0,10666,10666,10666,10802,10614,12008,0,0,0,11692,11692,11692,11692,0,5000,12008,0,0,0,0,0,5000,5000,5000
709,30Sep1980,2369,1403,870,5690,5137,5287,715,69,646,618,28,5661,51,75,248,5929,0,0,1952,5930,1,5656,5715,0,3,5,85,39,107,111,5113,5157,21,5247,5247,0,5247,4657,0,4510,5481,5481,0,5481,5481,0,5481,5481,0,5481,5433,5241,5141,6171,121,121,0,121,630,23,630,250,250,0,250,0,190,755,664,91,0,960,844,115,59,59,1913,0,15156,12533,51,0,0,0,0,14914,14847,14823,17813,13654,0,13656,18121,18121,17672,17551,18660,0,0,0,14271,14273,18967,18967,0,5000,18660,0,0,0,0,0,5000,5000,5000
710,31Oct1980,409,1415,373,5698,5522,5722,226,22,204,194,10,6164,86,84,272,6321,0,0,0,6330,9,6121,6320,4,5,7,221,43,106,114,5725,5750,25,5840,5840,0,5840,5576,858,5432,5909,5909,0,5909,5909,0,5909,5909,0,5909,5857,5746,5674,5622,214,214,0,214,604,0,604,214,214,0,214,156,90,260,218,42,0,447,394,54,61,61,1411,0,10713,10713,0,0,0,0,0,10584,10553,10542,11541,11541,0,11541,11541,11541,11280,11205,12040,0,0,0,12040,12040,12040,12040,0,7000,12040,0,0,0,0,0,7000,7000,7000
711,30Nov1980,299,669,300,9152,9126,9326,33,3,30,27,3,9751,102,64,259,9739,0,0,0,9750,11,9739,10005,13,7,14,263,41,106,116,9181,9219,27,9276,9276,0,9276,8906,944,8637,8632,8632,0,8632,8632,0,8632,8632,0,8632,8585,8410,8286,8435,160,160,0,160,824,11,824,239,239,0,239,83,33,56,49,7,0,72,64,9,8,8,1005,0,11402,8604,0,0,0,0,0,11394,11389,11387,13970,10608,0,10608,10608,10608,13883,13853,14531,0,0,0,11065,11065,11065,11065,0,7000,14531,0,0,0,0,0,7000,7000,7000
712,31Dec1980,620,402,300,3360,3358,3558,2,0,2,0,2,4843,415,502,368,5864,0,0,0,5937,74,5961,6835,313,75,239,560,87,225,248,6643,6758,102,6751,6751,0,6751,6894,0,6876,7531,7531,0,7531,7531,0,7531,7531,0,7531,7423,7411,7403,7932,266,266,0,266,192,12,192,84,84,0,84,0,106,0,0,0,0,0,0,0,0,50,887,0,12636,12533,153,0,0,0,0,12636,12530,12530,15205,15251,0,15205,15205,15205,15061,15056,15629,0,0,0,15675,15629,15629,15629,0,15181,15629,0,0,0,0,0,15181,15181,15181
713,31Jan1981,389,566,300,3374,3372,3572,2,0,2,0,2,7046,932,2019,523,9276,0,0,0,9392,116,9707,11401,635,300,335,1060,257,390,413,11327,12623,189,12682,12682,0,12682,15987,0,15987,15310,15310,0,15310,15310,0,15310,15310,0,15310,15281,15281,15281,15281,328,312,16,315,75,1108,75,42,42,0,42,0,1126,0,0,0,1619,0,0,0,1619,2301,1097,0,16614,12533,3977,787,0,0,0,16614,16614,16614,19363,19887,0,19363,19363,19363,19243,19242,19811,0,0,0,20335,19811,19811,19811,0,16185,19811,0,0,0,0,0,16185,16185,16185
714,28Feb1981,385,555,300,3345,3344,3544,2,0,2,0,2,7533,1130,2324,535,8869,0,0,0,8974,106,9069,10767,881,178,703,817,136,310,370,10699,11130,178,11082,11082,0,11082,12068,0,12068,13570,13570,0,13570,13570,0,13570,13570,0,13570,13354,13354,13354,14623,2869,2849,20,2853,68,253,68,34,34,0,34,0,0,0,0,0,193,0,0,0,193,1254,1533,0,23482,12533,3977,8033,0,0,0,23482,23482,23482,25321,25771,0,25321,25321,25321,25174,25174,25803,0,0,0,26253,25803,25803,25803,0,18757,21081,4722,0,0,0,0,18757,18757,18757
715,31Mar1981,288,357,300,6139,6138,6338,2,0,2,0,2,10347,1703,1714,593,12891,0,0,0,12953,62,13083,14602,562,162,401,957,207,359,391,14582,14806,198,14838,14838,0,14838,16203,0,16203,16431,16431,0,16431,16431,0,16431,16431,0,16431,16352,16352,16352,16352,537,519,18,524,20,25,20,12,12,0,12,0,1591,0,0,0,1079,0,0,0,1079,1128,2048,0,21086,12533,3977,4626,0,0,0,21086,20574,20574,22319,21971,0,22319,22319,22319,22195,22170,22760,0,0,0,22411,22760,22760,22760,0,15829,21081,1679,0,0,0,0,15829,15829,15829
716,30Apr1981,727,1966,540,3325,3053,3253,327,31,296,281,15,5040,522,789,476,5422,0,0,348,5452,30,5182,6113,357,82,283,599,97,275,250,5714,5814,82,5827,5827,0,5827,6437,3171,6267,8082,8082,0,8082,8082,0,8082,8082,0,8082,7972,7848,7763,8881,17,0,17,4,405,18,405,159,159,0,159,0,172,330,258,72,0,770,677,92,55,55,2490,0,14468,12533,1935,0,0,0,0,14118,14065,14046,15632,15579,0,15632,15632,15632,15194,14835,16069,0,0,0,16015,16069,16069,16069,0,13139,16069,0,0,0,0,0,13139,13139,13139
717,31May1981,3013,2278,2924,8424,8048,8248,446,43,404,384,20,9247,216,394,388,9937,0,0,1248,9949,12,9274,9734,130,34,105,353,61,283,157,7601,7676,47,7817,7817,0,7817,7713,3883,6748,5944,5944,0,5944,5944,0,5944,5944,0,5944,6041,5243,4715,4702,20,0,20,6,2162,28,2162,821,821,0,821,0,250,362,212,150,0,1599,1407,192,65,65,3078,0,8375,8375,0,0,0,0,0,7938,7828,7788,8943,8943,0,8943,8943,8943,8435,8187,9541,0,0,0,9541,9541,9541,9541,0,9472,9541,0,0,0,0,0,9472,9472,9472
718,30Jun1981,2279,1871,783,14312,13451,13769,1020,98,922,883,39,14270,57,152,292,14800,0,0,4172,14805,5,13566,13611,33,12,30,33,38,162,108,10941,10983,30,11059,11059,0,11059,10485,1923,9285,8999,8999,0,8999,8999,0,8999,8999,0,8999,9120,8008,7279,7398,13,13,0,13,2715,12,2715,1101,1101,0,1101,0,310,935,725,210,0,2238,1970,269,68,68,2290,0,14974,12533,3513,0,0,0,0,14405,14250,14195,15216,16192,0,16289,16289,14668,14620,14254,15838,0,0,0,16814,16911,16911,15290,0,12679,15838,0,0,0,0,0,12960,12960,12960
719,31Jul1981,3749,1935,450,15067,14161,14311,1068,103,965,928,37,14616,14,69,222,15510,0,0,2792,15511,1,14155,14135,0,2,6,0,32,99,89,11648,11671,23,11689,11689,0,11689,11473,0,10365,9934,9934,0,9934,9934,0,9934,9934,0,9934,9868,8768,8062,8494,5,5,0,5,2538,0,2538,1040,1040,0,1040,0,327,1122,895,227,0,2423,2132,291,48,48,1325,0,18947,12533,3977,1821,0,0,0,18452,18285,18225,19777,18813,0,19036,19036,19036,19192,18858,20416,0,0,0,19452,19675,19675,19675,0,5000,20416,0,0,0,0,0,5000,5000,5000
720,31Aug1981,2944,1832,870,9677,8854,9004,975,94,881,844,37,9280,10,56,210,10063,0,0,2094,10064,0,8981,8960,0,1,1,0,29,84,83,7189,7210,21,7238,7238,0,7238,7392,0,6606,6956,6956,0,6956,6956,0,6956,6956,0,6956,6837,6061,5569,6521,10,10,0,10,1812,0,1812,690,690,0,690,0,270,1414,1244,170,131,1812,1594,217,186,186,1858,0,11504,9910,0,0,0,0,0,11096,10971,10926,13002,11191,0,11191,11191,11191,12504,12380,13775,0,0,0,11926,11926,11926,11926,0,5000,13775,0,0,0,0,0,5000,5000,5000
721,30Sep1981,2944,1195,870,4747,4285,4435,549,53,497,473,24,4765,25,88,218,5070,0,0,0,5071,1,4827,4873,0,1,2,72,31,84,88,4282,4327,22,4427,4427,0,4427,4765,0,4629,5081,5081,0,5081,5081,0,5081,5081,0,5081,5050,4875,4785,4882,125,125,0,125,612,23,612,243,243,0,243,0,180,539,460,80,0,850,748,102,53,53,1827,0,7959,7905,0,0,0,0,0,7738,7679,7658,8924,8871,0,8871,8871,8871,8567,8433,9503,0,0,0,9449,9449,9449,9449,0,5000,9503,0,0,0,0,0,5000,5000,5000
722,31Oct1981,1127,740,373,4263,4259,4459,4,0,4,0,4,5084,156,147,322,5581,0,0,0,5598,16,5535,5960,59,16,43,366,65,152,149,5443,5502,47,5623,5623,0,5623,5805,0,5690,5957,5957,0,5957,5957,0,5957,5957,0,5957,5957,5883,5831,5548,190,190,0,190,517,12,517,174,174,0,174,157,285,10,4,6,0,63,56,8,9,9,708,0,7516,7516,0,0,0,0,0,7500,7220,7219,8619,8619,0,8619,8619,8619,8456,8379,9024,0,0,0,9024,9024,9024,9024,0,7000,9024,0,0,0,0,0,7000,7000,7000
723,30Nov1981,277,288,300,12326,12323,12523,3,0,3,0,3,17613,2539,1492,1058,20515,0,0,0,20726,211,20823,24418,1068,201,867,2526,523,959,1044,23850,24921,493,24991,24991,0,24991,26899,0,26752,26059,26059,0,26059,26059,0,26059,18000,8059,20001,19968,19871,19804,19804,1088,1053,35,7120,568,578,568,160,160,0,160,82,483,0,0,0,898,0,0,0,898,4803,1461,0,27756,12533,3977,14926,0,0,0,27756,27756,27756,33864,36728,0,33864,33864,33864,33785,33756,34365,0,0,0,37229,34365,34365,34365,0,31156,21081,13284,0,0,0,0,31156,31156,31156
724,31Dec1981,1162,221,1192,22287,22285,22485,2,0,2,0,2,30742,3268,3926,1063,34547,0,0,0,34896,350,35041,38818,1688,353,1335,2088,419,706,964,38637,41338,485,41200,41200,0,41200,45417,0,45405,43604,43604,0,43604,30000,13604,33158,18000,15158,21763,21431,21422,21417,21417,1233,11645,34,23048,181,2216,181,81,81,0,81,0,2183,0,0,0,945,0,0,0,945,22072,1316,0,54643,12533,3977,20549,24932,12989,0,54643,53406,53406,64468,73000,4946,64468,64468,64468,64396,64391,64964,0,0,0,74120,64964,64964,64964,0,38450,21081,16340,27543,0,0,0,38450,38450,38450
725,31Jan1982,923,823,300,7663,7661,7861,2,0,2,0,2,12684,1812,2220,791,15494,0,0,0,15714,219,15851,17949,725,188,537,1373,311,444,618,17874,20013,355,19834,19834,0,19834,23830,0,23830,24876,24876,0,24876,24876,0,24876,18000,6876,19707,19480,19480,19480,19480,862,846,16,6019,75,1783,75,42,42,0,42,1,2456,0,0,0,4704,0,0,0,4704,14178,2001,0,48292,12533,3977,20549,20294,0,0,48292,48292,48292,58349,61983,0,58349,58349,58349,58281,58280,58849,0,0,0,62483,58849,58849,58849,0,20802,21081,16340,21428,0,0,0,20802,20802,20802
726,28Feb1982,3190,5500,3217,23637,23635,24015,2,0,2,0,2,30269,2514,2754,986,32666,0,0,0,32927,262,33029,36758,1676,307,1369,2052,376,677,999,36689,38390,441,38490,38490,0,38490,40768,0,40768,39879,39879,0,39879,30000,9879,32293,18000,14293,21548,21431,21431,21431,21467,3617,11183,20,21933,68,1259,68,34,34,0,34,0,4277,0,0,0,1555,0,0,0,1555,28269,2997,0,54300,12533,3977,20549,24932,17973,0,54300,51577,51577,65292,73000,11053,65292,65292,65292,65216,65216,65845,0,0,0,74948,65845,65845,65845,0,13000,21081,16340,28424,0,0,0,13000,13000,13000
727,31Mar1982,1394,3167,300,12857,12855,13055,2,0,2,0,2,18229,1968,2326,879,21266,0,0,0,21399,134,21583,24248,853,269,583,1812,373,549,890,24228,25581,428,25529,25529,0,25529,26783,0,26783,27450,27450,0,27450,27450,0,27450,18000,9450,20346,20236,20236,20236,20236,992,974,18,8083,20,925,20,12,12,0,12,0,3017,0,0,0,3042,0,0,0,3042,8262,3310,0,52879,12533,3977,20549,20848,0,0,52879,52879,52879,62314,61573,0,62314,62314,62314,62242,62215,62806,0,0,0,62064,62806,62806,62806,0,13000,21081,16340,25385,0,0,0,13000,13000,13000
728,30Apr1982,919,2789,942,24902,24695,24895,242,23,219,207,12,30689,1936,2723,1135,33424,0,0,0,33749,325,33818,38205,1420,266,1163,2992,544,862,1630,37909,40068,879,40171,40171,0,40171,41655,0,41527,45156,45156,0,45156,30000,15156,33518,18000,15518,21852,21794,21709,21650,21659,1500,13121,17,24791,306,1281,306,122,122,0,122,0,2211,45,39,5,5615,60,53,7,5619,42856,7191,0,61353,12533,3977,20549,24932,32565,2169,61277,61273,61272,74937,73000,28929,74937,74937,74937,74844,74782,75512,0,0,0,77225,75512,75512,75512,0,13000,21081,16340,38091,0,0,0,13000,13000,13000
729,31May1982,4544,3271,4570,3649,2915,3115,859,82,777,740,37,5375,609,852,799,5926,0,0,0,5955,29,5294,7044,630,96,542,1140,196,569,612,4864,5172,117,5139,5139,0,5139,5396,0,4396,5822,5822,0,5822,5822,0,5822,5822,0,5822,5734,4958,4432,3525,426,406,20,412,2222,191,2222,839,839,0,839,0,216,449,333,116,0,1311,1154,157,53,53,8787,0,21799,12533,3977,5289,0,0,0,21228,21142,21112,31666,31227,0,31666,31666,31666,31468,31397,32742,0,0,0,32303,32742,32742,32742,0,12400,21081,11661,0,0,0,0,12400,12400,12400
730,30Jun1982,4612,2826,4626,6810,6277,6595,624,60,564,537,27,7774,250,380,549,8468,0,0,2104,8476,9,7400,8111,170,39,139,563,93,406,267,5974,6031,57,6363,6363,0,6363,6339,2071,5378,6037,6037,0,6037,6037,0,6037,6037,0,6037,6346,5479,4913,5714,24,0,24,4,2170,0,2170,881,881,0,881,0,294,877,683,194,0,2190,1927,263,66,66,8826,0,15063,12533,2530,0,0,0,0,14363,14220,14169,19194,19125,0,19194,19194,19194,18965,18822,20355,0,0,0,20285,20355,20355,20355,0,11561,20355,0,0,0,0,0,11561,11561,11561
731,31Jul1982,1259,3604,1102,9995,9090,9240,1052,101,950,913,37,10006,136,210,420,10480,0,0,4959,10481,1,9108,9332,53,15,45,191,66,250,183,6764,6800,36,6970,6970,0,6970,7144,1059,5980,6492,6492,0,6492,6492,0,6492,6492,0,6492,6600,5464,4735,5596,23,0,23,3,2617,0,2617,1072,1072,0,1072,0,315,1214,999,215,0,2423,2132,291,48,48,5609,0,11016,11504,0,0,0,0,0,10467,10309,10252,12041,12529,0,12529,12529,12529,11812,11689,13246,0,0,0,13734,13734,13734,13734,0,5000,13246,0,0,0,0,0,5000,5000,5000
732,31Aug1982,556,3531,450,11082,10265,10415,953,92,862,824,37,10878,65,103,295,11357,0,0,3056,11357,0,10256,10321,7,5,10,79,46,149,152,8121,8150,29,8247,8247,0,8247,8415,1822,7462,8129,8129,0,8129,8129,0,8129,8129,0,8129,8145,7221,6635,7287,68,0,68,12,2241,0,2241,917,917,0,917,0,260,1334,1174,160,71,1807,1590,217,126,126,3868,0,10706,10299,0,0,0,0,0,10255,10137,10095,13369,12961,0,12961,13369,13369,13167,13045,14439,0,0,0,14032,14032,14439,14439,0,5000,14439,0,0,0,0,0,5000,5000,5000
733,30Sep1982,2546,3192,450,10893,10408,10558,568,54,513,488,25,11053,81,114,300,11585,0,0,0,11587,2,11496,11709,4,5,7,235,46,134,150,11190,11241,29,11295,11295,0,11295,11335,0,11237,12504,12504,0,12504,12504,0,12504,12504,0,12504,12415,12308,12251,12277,121,39,82,94,535,23,535,206,206,0,206,0,601,133,100,33,0,376,331,45,23,23,3127,0,17007,12533,3977,497,0,0,0,16865,16373,16364,19002,18862,0,19002,19002,19002,18882,18821,19684,0,0,0,19544,19684,19684,19684,0,5000,19684,0,0,0,0,0,5000,5000,5000
734,31Oct1982,2655,1807,373,9605,9601,9801,5,0,5,0,5,10511,149,171,391,11007,0,0,0,11024,17,10970,11537,83,15,68,483,84,205,195,11038,11529,48,11543,11543,0,11543,11948,0,11838,11701,11701,0,11701,11701,0,11701,11701,0,11701,11501,11429,11378,11139,290,221,68,259,499,444,499,166,166,0,166,157,363,0,0,0,0,0,0,0,0,0,3639,0,18600,12533,3977,2090,0,0,0,18600,18237,18237,21830,21590,0,21830,21830,21830,21753,21723,22311,0,0,0,22071,22311,22311,22311,0,7000,21081,1230,0,0,0,0,7000,7000,7000
735,30Nov1982,902,2528,300,6869,6866,7066,3,0,3,0,3,8899,685,613,535,10488,0,0,0,10549,61,10600,11844,394,71,323,850,182,332,337,11264,12279,142,12308,12308,0,12308,12550,0,12396,12342,12342,0,12342,12342,0,12342,12342,0,12342,12237,12137,12067,12977,393,357,35,366,580,873,580,163,163,0,163,83,0,0,0,0,551,0,0,0,551,1651,3007,0,22951,12533,3977,7541,0,0,0,22951,22951,22951,32672,33191,0,32672,32672,32672,32593,32564,33172,0,0,0,33692,33172,33172,33172,0,8234,21081,12091,0,0,0,0,8234,8234,8234
736,31Dec1982,2544,2804,2557,13005,13003,13203,2,0,2,0,2,18256,1814,2483,757,21074,0,0,0,21363,289,21483,24149,1136,282,854,1531,339,539,653,23927,26200,401,26236,26236,0,26236,30655,0,30622,30666,30666,0,30666,30000,666,30155,18000,12155,21017,20945,20924,20909,20909,737,1214,34,10360,223,1872,223,93,93,0,93,0,801,0,0,0,3821,0,0,0,3821,11394,3348,0,43945,12533,3977,20549,13958,0,0,43945,43945,43945,55393,58482,0,55361,55361,55361,55321,55315,55889,0,0,0,58978,55857,55857,55857,0,29756,21081,16340,18468,0,0,0,29756,29756,29756
737,31Jan1983,2889,3806,2908,19105,19103,19303,2,0,2,0,2,27012,2210,4515,983,30182,0,0,0,30499,318,30883,34677,1731,497,1234,2063,438,632,992,34602,38789,515,38702,38702,0,38702,44428,7,44428,45121,45121,0,45121,30000,15121,33510,18000,15510,21850,21641,21641,21641,21641,984,12579,16,24242,75,3671,75,42,42,0,42,1,2524,0,0,0,7875,0,0,0,7875,23760,3506,0,46538,12533,3977,20549,24780,0,0,46538,46538,46538,55379,64441,0,55379,55379,55379,55310,55310,55879,0,0,0,64940,55879,55879,55879,0,18631,21081,16340,18458,0,0,0,18631,18631,18631
738,28Feb1983,3211,4600,3238,35321,35319,35699,2,0,2,0,2,48611,4463,7174,1275,54798,0,0,0,55347,549,55713,61014,2344,759,1585,2957,520,885,1551,60946,66864,925,66733,66733,0,66733,78958,0,78958,78574,60000,18574,72416,30000,42416,39846,18000,21846,23423,23266,23266,23266,23302,10636,43187,20,59615,68,4994,68,34,34,0,34,0,4562,0,0,0,11152,0,0,0,11152,72342,4307,0,63091,12533,3977,20549,24932,32565,27917,63091,63091,63091,74954,73000,36261,74954,74954,74954,74877,74877,75507,0,0,0,78129,75507,75507,75507,0,13000,21081,16340,38086,0,0,0,13000,13000,13000
739,31Mar1983,6009,5425,6000,42227,42225,42225,2,0,2,0,2,60068,5275,10766,1802,69724,0,0,0,70142,417,70649,77978,3183,1176,2007,4147,571,1278,2298,77973,83578,1336,83293,83293,0,83293,97418,0,97418,100020,60000,40020,86753,30000,56753,43173,18000,25173,24249,24127,24127,24127,24127,15784,59345,18,78274,5,4269,5,7,7,0,7,0,5489,0,0,0,17140,0,0,0,17140,119601,5418,0,65564,12533,3977,20549,24932,32565,40439,65564,65564,65564,81625,73000,48714,108948,81625,81625,81553,81526,82117,0,0,0,79639,109439,82117,82117,0,13000,21081,16340,44696,0,0,0,13000,13000,13000
740,30Apr1983,929,1890,952,12459,12457,12657,2,0,2,0,2,18191,1433,3081,1020,20715,0,0,0,20836,121,20933,24013,1388,343,1054,1701,268,545,888,23731,26441,327,26178,26178,0,26178,29349,0,29232,32692,32692,0,32692,30000,2692,30625,18000,12625,21134,21033,20953,20899,20907,794,2844,17,12339,283,2383,283,113,113,0,113,0,2728,133,117,16,9278,175,154,21,9290,10843,4952,0,50415,12533,3977,20549,14826,0,0,50316,50305,50300,58390,55302,0,58390,58390,58390,58292,58230,59002,0,0,0,55913,59002,59002,59002,0,13000,21081,16340,21581,0,0,0,13000,13000,13000
741,31May1983,6825,2997,4570,12335,11749,11949,684,65,619,589,30,16604,1138,2447,1070,17587,0,0,0,17645,57,17101,20585,1753,355,1406,1753,238,710,976,18483,19272,231,19660,19660,0,19660,19598,0,18660,21568,21568,0,21568,21568,0,21568,18000,3568,18886,18863,18148,17660,17072,698,678,20,3366,2133,558,2133,820,820,0,820,0,773,922,811,111,1511,1213,1068,146,1561,1598,8411,0,44869,12533,3977,20549,7825,0,0,44388,44307,44277,54554,51485,0,54554,54554,54554,54373,54293,55587,0,0,0,52518,55587,55587,55587,0,12400,21081,16340,18166,0,0,0,12400,12400,12400
742,30Jun1983,7785,7337,4626,14920,14124,14442,928,89,839,800,39,16988,617,856,1074,17360,0,0,1430,17372,13,16208,18167,694,112,591,1287,172,736,624,15950,16128,84,16429,16429,0,16429,16701,0,15699,18297,18297,0,18297,18297,0,18297,18000,297,18074,18078,17175,16583,16267,265,242,24,470,2258,94,2258,916,916,0,916,0,951,1658,1459,199,952,2181,1920,262,1018,1018,18716,0,39516,12533,3977,20549,2457,0,0,38874,38727,38675,49404,47474,0,49404,49404,49404,49186,49098,50643,0,0,0,48713,50643,50643,50643,0,11800,21081,16340,13222,0,0,0,11800,11800,11800
743,31Jul1983,6553,6370,3274,16265,15336,15486,1078,104,974,936,37,16736,218,365,666,17213,0,0,2347,17214,2,15832,16498,154,29,133,532,105,456,291,13932,13977,46,14171,14171,0,14171,14307,0,13144,14321,14321,0,14321,14321,0,14321,14321,0,14321,14283,13146,12417,12927,26,3,23,6,2617,0,2617,1072,1072,0,1072,0,321,820,599,221,0,2423,2132,291,48,48,11126,0,20455,12533,3977,2533,0,0,0,19945,19782,19724,24719,22519,0,22786,22786,22786,24503,24400,25946,0,0,0,23746,24013,24013,24013,0,5000,21081,4865,0,0,0,0,5000,5000,5000
744,31Aug1983,2944,4165,450,12970,12239,12389,852,81,770,734,37,13134,115,169,461,13687,0,0,1982,13688,1,12626,12915,41,11,38,270,70,230,211,10760,10796,36,10937,10937,0,10937,10781,405,9855,10429,10429,0,10429,10429,0,10429,10429,0,10429,10420,9521,8952,9870,68,0,68,12,2191,0,2191,897,897,0,897,0,264,1285,1121,164,0,1795,1580,215,54,54,5367,0,15021,12533,2488,0,0,0,0,14609,14488,14445,17305,17237,0,17305,17305,17305,17116,17012,18382,0,0,0,18314,18382,18382,18382,0,5000,18382,0,0,0,0,0,5000,5000,5000
