A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
825,30Jun1990,24,0,1231,1228,1194,0,0,0,0,0,0,0,1186,1137,861,0,0,0,0,0,0,0,861,861,836,836,0,0,0,0,0,0,0,828,828,828,776,776,776,0,0,0,0,0,0,0,768,710,706,706,49,16,16,11,400,307,400,364,358,357,346,325,317,302,298,192,173,163,159,156,307,303,303,284,279,20,56,868,1023,245,723,501,0,0,0,157,73,0,0,0,73,0,0,0,0,0,0
826,31Jul1990,26,0,1743,1740,1680,0,0,0,0,0,0,0,1652,1581,1202,0,0,0,0,0,0,0,1202,1202,1175,789,0,0,0,0,0,0,0,777,777,777,730,730,730,0,0,0,0,0,0,0,721,662,658,658,71,16,16,11,423,234,423,375,373,372,360,339,330,313,308,211,185,168,165,161,234,230,230,206,201,27,61,1673,1276,257,905,626,0,0,0,196,91,0,0,0,91,0,0,0,0,0,0
827,31Aug1990,22,0,1259,1255,1202,0,0,0,0,0,0,0,1173,1114,827,0,0,0,0,0,0,0,827,827,804,804,0,0,0,0,0,0,0,794,794,794,768,768,768,0,0,0,0,0,0,0,761,715,712,712,60,17,17,12,483,229,483,426,423,423,413,398,390,374,372,256,226,207,204,201,229,225,225,203,198,25,62,1631,775,233,542,377,0,0,0,120,57,0,0,0,57,0,0,0,0,0,0
828,30Sep1990,9,0,1022,1019,1012,0,0,0,0,0,0,0,1001,962,804,0,0,0,0,0,0,0,804,804,781,781,0,0,0,0,0,0,0,719,719,719,705,705,705,0,0,0,0,0,0,0,698,669,665,665,39,17,17,12,459,206,459,417,415,414,404,383,375,365,365,267,235,224,221,218,206,202,202,185,180,22,59,1213,458,126,315,220,0,0,0,72,35,0,0,0,35,0,0,0,0,0,0
829,31Oct1990,5,0,777,774,768,0,0,0,0,0,0,0,761,736,649,0,0,0,0,0,0,0,649,649,634,634,0,0,0,0,0,0,0,590,590,590,584,584,584,0,0,0,0,0,0,0,580,574,572,572,25,15,15,10,432,140,432,403,398,398,392,371,366,299,275,162,134,131,129,127,140,138,138,125,122,15,42,636,339,1,232,162,0,0,0,53,26,0,0,0,26,0,0,0,0,0,0
830,30Nov1990,4,0,552,551,544,0,0,0,0,0,0,0,543,531,477,0,0,0,0,0,0,0,477,477,465,465,0,0,0,0,0,0,0,442,442,442,437,437,437,0,0,0,0,0,0,0,434,431,429,429,12,9,9,5,371,58,371,350,346,346,341,324,320,243,209,132,107,107,104,102,58,56,56,43,41,12,29,636,149,0,96,69,0,0,0,24,13,0,0,0,13,0,0,0,0,0,0
831,31Dec1990,4,0,380,378,370,0,0,0,0,0,0,0,369,357,324,0,0,0,0,0,0,0,324,324,316,316,0,0,0,0,0,0,0,304,304,304,303,303,303,0,0,0,0,0,0,0,301,301,299,299,12,10,10,6,295,4,295,281,280,279,276,262,259,164,130,76,66,66,63,62,4,3,3,2,0,10,23,1071,13,0,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
832,31Jan1991,5,0,82,82,82,0,0,0,0,0,0,0,82,79,77,0,0,0,0,0,0,0,77,77,68,68,0,0,0,0,0,0,0,60,60,60,60,60,60,0,0,0,0,0,0,0,58,57,56,56,2,2,1,0,27,29,27,25,25,25,21,20,17,15,15,10,10,10,10,9,29,27,27,26,25,0,5,636,13,0,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
833,28Feb1991,8,0,171,171,171,0,0,0,0,0,0,0,171,168,165,0,0,0,0,0,0,0,165,165,156,156,0,0,0,0,0,0,0,145,145,145,144,144,144,0,0,0,0,0,0,0,141,140,139,139,2,2,1,0,30,109,30,28,27,27,23,22,18,17,17,11,10,10,10,9,109,108,108,106,104,0,5,993,180,0,125,87,0,0,0,28,14,0,0,0,14,0,0,0,0,0,0
834,31Mar1991,8,0,733,733,733,0,0,0,0,0,0,0,730,708,699,0,0,0,0,0,0,0,699,699,689,689,0,0,0,0,0,0,0,688,688,688,687,687,687,0,0,0,0,0,0,0,684,679,678,678,22,22,21,13,201,477,201,190,182,182,177,158,155,139,131,101,86,86,80,79,477,475,475,472,470,13,51,993,376,0,264,183,0,0,0,58,27,0,0,0,27,0,0,0,0,0,0
835,30Apr1991,11,0,1211,1211,1211,0,0,0,0,0,0,0,1210,1173,1157,0,0,0,0,0,0,0,1157,1157,1143,1143,0,0,0,0,0,0,0,1141,1141,1141,1138,1138,1138,0,0,0,0,0,0,0,1133,1093,1091,1091,37,27,26,16,464,627,464,448,437,436,430,406,401,354,346,229,210,210,198,196,627,625,625,615,612,25,62,913,472,117,330,230,0,0,0,73,35,0,0,0,35,0,0,0,0,0,0
836,31May1991,15,0,1540,1539,1539,0,0,0,0,0,0,0,1535,1428,1287,0,0,0,0,0,0,0,1287,1287,1267,1267,0,0,0,0,0,0,0,1261,1261,1261,1207,1207,1207,0,0,0,0,0,0,0,1201,1127,1124,1124,107,71,32,21,551,574,551,502,487,486,477,449,442,428,420,276,239,239,231,229,574,570,570,556,552,37,71,913,673,179,473,328,0,0,0,104,49,0,0,0,49,0,0,0,0,0,0
837,30Jun1991,24,0,2457,2451,2378,0,0,0,0,0,0,0,2362,2256,1669,0,0,0,0,0,0,0,1669,1669,1644,1644,0,0,0,0,0,0,0,1638,1638,1638,1526,1526,1526,0,0,0,0,0,0,0,1519,1396,1392,1392,106,35,34,23,795,597,795,720,705,704,693,647,639,620,610,384,343,323,315,312,597,593,593,575,569,43,98,913,1477,189,1053,727,0,0,0,226,104,0,0,0,104,0,0,0,0,0,0
838,31Jul1991,26,0,2696,2690,2561,0,0,0,0,0,0,0,2502,2350,1544,0,0,0,0,0,0,0,1544,1544,1516,1516,0,0,0,0,0,0,0,1507,1507,1507,1407,1407,1407,0,0,0,0,0,0,0,1399,1273,1269,1269,152,35,34,23,836,433,836,733,728,727,715,669,660,636,626,419,365,329,322,319,433,428,428,405,399,57,103,1618,1848,103,1319,911,0,0,0,283,130,0,0,0,130,0,0,0,0,0,0
839,31Aug1991,22,0,2508,2501,2388,0,0,0,0,0,0,0,2327,2199,1588,0,0,0,0,0,0,0,1588,1588,1565,1565,0,0,0,0,0,0,0,1558,1558,1558,1502,1502,1502,0,0,0,0,0,0,0,1495,1398,1395,1395,128,37,36,25,969,425,969,847,842,840,830,798,790,769,766,518,454,415,408,405,425,422,422,400,395,53,107,4033,1105,68,781,541,0,0,0,170,79,0,0,0,79,0,0,0,0,0,0
840,30Sep1991,9,0,1957,1950,1936,0,0,0,0,0,0,0,1912,1828,1492,0,0,0,0,0,0,0,1492,1492,1469,1469,0,0,0,0,0,0,0,1423,1423,1423,1392,1392,1392,0,0,0,0,0,0,0,1385,1323,1320,1320,83,38,37,26,932,388,932,842,836,835,825,779,771,759,759,550,481,459,452,450,388,384,384,365,361,47,108,1483,640,40,446,310,0,0,0,99,47,0,0,0,47,0,0,0,0,0,0
841,31Oct1991,5,0,1708,1702,1688,0,0,0,0,0,0,0,1674,1620,1434,0,0,0,0,0,0,0,1434,1434,1419,1419,0,0,0,0,0,0,0,1386,1386,1386,1374,1374,1374,0,0,0,0,0,0,0,1370,1358,1356,1356,54,32,32,22,905,450,905,844,834,833,827,783,778,624,573,332,272,266,260,258,450,448,448,435,432,32,76,1021,471,8,327,228,0,0,0,73,35,0,0,0,35,0,0,0,0,0,0
842,30Nov1991,4,0,1303,1299,1285,0,0,0,0,0,0,0,1283,1256,1142,0,0,0,0,0,0,0,1142,1142,1129,1129,0,0,0,0,0,0,0,1112,1112,1112,1102,1102,1102,0,0,0,0,0,0,0,1099,1093,1091,1091,27,20,20,12,794,297,794,749,740,739,734,698,693,515,442,277,223,223,217,216,297,295,295,275,273,25,58,2105,194,0,129,91,0,0,0,31,16,0,0,0,16,0,0,0,0,0,0
843,31Dec1991,4,0,1451,1448,1429,0,0,0,0,0,0,0,1428,1401,1332,0,0,0,0,0,0,0,1332,1332,1323,803,0,0,0,0,0,0,0,794,794,794,793,793,793,0,0,0,0,0,0,0,791,790,789,789,27,21,21,13,616,173,616,588,584,583,580,550,547,346,275,159,137,137,132,131,173,171,171,168,166,22,46,1518,13,0,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
844,31Jan1992,5,0,152,152,152,0,0,0,0,0,0,0,151,146,140,0,0,0,0,0,0,0,140,140,132,132,0,0,0,0,0,0,0,126,126,126,125,125,125,0,0,0,0,0,0,0,122,121,120,120,5,4,2,0,43,76,43,39,39,39,35,32,30,28,28,17,16,16,16,15,76,75,75,74,72,0,7,669,13,5,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
845,29Feb1992,8,0,202,202,202,0,0,0,0,0,0,0,201,196,190,0,0,0,0,0,0,0,190,190,181,181,0,0,0,0,0,0,0,173,173,173,172,172,172,0,0,0,0,0,0,0,169,167,166,166,5,4,2,0,46,120,46,42,42,42,38,34,31,29,29,18,17,17,16,15,120,118,118,116,114,0,7,1408,245,0,171,119,0,0,0,38,18,0,0,0,18,0,0,0,0,0,0
846,31Mar1992,8,0,604,604,604,0,0,0,0,0,0,0,601,584,577,0,0,0,0,0,0,0,577,577,566,566,0,0,0,0,0,0,0,565,565,565,565,565,565,0,0,0,0,0,0,0,562,558,556,556,17,17,15,9,160,396,160,151,145,145,140,126,122,110,105,78,67,67,63,62,396,394,394,389,387,8,39,652,323,0,226,157,0,0,0,50,24,0,0,0,24,0,0,0,0,0,0
847,30Apr1992,11,0,986,986,986,0,0,0,0,0,0,0,984,956,945,0,0,0,0,0,0,0,945,945,931,931,0,0,0,0,0,0,0,929,929,929,927,927,927,0,0,0,0,0,0,0,922,894,892,892,29,21,19,11,371,521,371,357,349,348,342,324,319,271,266,177,163,163,154,152,521,519,519,507,504,18,53,652,406,142,283,197,0,0,0,63,30,0,0,0,30,0,0,0,0,0,0
848,31May1992,15,0,1192,1191,1191,0,0,0,0,0,0,0,1188,1110,1011,0,0,0,0,0,0,0,1011,1011,991,991,0,0,0,0,0,0,0,985,985,985,947,947,947,0,0,0,0,0,0,0,941,890,887,887,78,52,24,15,425,462,425,389,378,377,368,346,339,325,320,211,184,184,179,176,462,458,458,439,435,26,60,1832,576,197,403,280,0,0,0,89,42,0,0,0,42,0,0,0,0,0,0
849,30Jun1992,24,0,1814,1810,1759,0,0,0,0,0,0,0,1746,1669,1258,0,0,0,0,0,0,0,1258,1258,1233,1233,0,0,0,0,0,0,0,1227,1227,1227,1148,1148,1148,0,0,0,0,0,0,0,1141,1055,1051,1051,77,27,25,16,597,454,597,542,531,530,519,485,476,459,453,287,257,243,237,234,454,450,450,430,425,30,78,2021,1251,207,889,614,0,0,0,192,89,0,0,0,89,0,0,0,0,0,0
850,31Jul1992,26,0,1982,1978,1888,0,0,0,0,0,0,0,1845,1736,1171,0,0,0,0,0,0,0,1171,1171,1143,1143,0,0,0,0,0,0,0,1134,1134,1134,1064,1064,1064,0,0,0,0,0,0,0,1055,967,963,963,109,27,25,16,626,337,626,551,547,546,534,500,491,471,464,311,272,247,242,238,337,332,332,309,303,40,82,1266,1563,217,1112,769,0,0,0,240,110,0,0,0,110,0,0,0,0,0,0
851,31Aug1992,22,0,1851,1845,1766,0,0,0,0,0,0,0,1722,1630,1202,0,0,0,0,0,0,0,1202,1202,1179,1179,0,0,0,0,0,0,0,1171,1171,1171,1132,1132,1132,0,0,0,0,0,0,0,1125,1057,1054,1054,92,28,27,18,720,334,720,632,628,627,617,592,584,565,563,382,336,308,303,300,334,330,330,308,303,37,85,837,941,85,662,459,0,0,0,145,68,0,0,0,68,0,0,0,0,0,0
852,30Sep1992,9,0,1468,1463,1453,0,0,0,0,0,0,0,1435,1374,1138,0,0,0,0,0,0,0,1138,1138,1116,1116,0,0,0,0,0,0,0,1069,1069,1069,1047,1047,1047,0,0,0,0,0,0,0,1040,997,994,994,61,29,27,19,690,303,690,624,620,619,609,574,566,555,555,401,352,336,331,329,303,300,300,282,277,33,83,652,549,36,381,265,0,0,0,85,41,0,0,0,41,0,0,0,0,0,0
853,31Oct1992,5,0,1650,1646,1636,0,0,0,0,0,0,0,1626,1588,1458,0,0,0,0,0,0,0,1458,1458,1443,975,0,0,0,0,0,0,0,942,942,942,934,934,934,0,0,0,0,0,0,0,929,921,919,919,38,23,23,16,641,278,641,597,591,590,584,553,548,443,407,237,195,191,187,185,278,276,276,263,260,23,57,543,405,0,280,195,0,0,0,63,31,0,0,0,31,0,0,0,0,0,0
854,30Nov1992,4,0,881,879,869,0,0,0,0,0,0,0,867,848,768,0,0,0,0,0,0,0,768,768,756,756,0,0,0,0,0,0,0,739,739,739,732,732,732,0,0,0,0,0,0,0,728,724,722,722,19,14,14,8,558,164,558,527,520,520,515,489,485,364,313,196,158,158,154,153,164,162,162,146,144,18,42,543,171,0,113,80,0,0,0,27,14,0,0,0,14,0,0,0,0,0,0
855,31Dec1992,4,0,603,601,587,0,0,0,0,0,0,0,587,568,519,0,0,0,0,0,0,0,519,519,511,511,0,0,0,0,0,0,0,502,502,502,502,502,502,0,0,0,0,0,0,0,499,499,497,497,19,15,15,9,437,61,437,416,414,413,410,389,386,244,195,113,97,97,94,93,61,59,59,57,55,16,33,546,13,0,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
856,31Jan1993,5,0,283,283,283,0,0,0,0,0,0,0,279,267,262,0,0,0,0,0,0,0,262,262,254,254,0,0,0,0,0,0,0,248,248,248,247,247,247,0,0,0,0,0,0,0,245,244,242,242,12,11,6,1,104,138,104,93,90,90,87,78,75,72,72,42,38,38,37,36,138,137,137,136,134,1,14,6357,13,0,7,5,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0
857,28Feb1993,8,0,1034,1034,1034,0,0,0,0,0,0,0,1021,955,900,0,0,0,0,0,0,0,900,900,890,890,0,0,0,0,0,0,0,881,881,881,881,881,881,0,0,0,0,0,0,0,878,871,870,870,66,64,52,32,392,478,392,353,344,343,339,308,304,300,300,181,170,170,169,167,478,476,476,474,473,29,9,6839,307,0,230,179,0,0,0,79,48,0,0,0,48,0,0,0,0,0,0
858,31Mar1993,8,0,2066,2066,2066,0,0,0,0,0,0,0,2048,1955,1559,0,0,0,0,0,0,0,1559,1559,1549,1549,0,0,0,0,0,0,0,1547,1547,1547,1535,1535,1535,0,0,0,0,0,0,0,1532,1508,1507,1507,92,76,53,37,823,684,823,775,747,745,741,709,706,700,698,467,394,372,357,356,684,682,682,677,675,26,88,6866,1067,321,831,577,0,0,0,334,258,0,0,0,258,0,0,0,0,0,0
859,30Apr1993,11,0,2819,2819,2819,0,0,0,0,0,0,0,2808,2687,2256,0,0,0,0,0,0,0,2256,2256,2242,2242,0,0,0,0,0,0,0,2240,2240,2240,2210,2210,2210,0,0,0,0,0,0,0,2206,2144,2141,2141,121,93,57,40,1303,838,1303,1257,1240,1238,1232,1201,1196,1155,1153,669,597,585,563,561,838,836,836,825,823,49,83,4370,2943,70,2384,1823,0,0,0,1099,831,0,0,0,831,0,0,0,0,0,0
860,31May1993,15,0,3393,3391,3351,0,0,0,0,0,0,0,3338,3131,2439,0,0,0,0,0,0,0,2439,2439,2419,2419,0,0,0,0,0,0,0,2411,2411,2411,2293,2293,2293,0,0,0,0,0,0,0,2287,2179,2176,2176,207,101,73,56,1357,819,1357,1248,1232,1229,1221,1190,1183,1171,1169,708,622,602,579,577,819,816,816,800,796,63,95,6283,3253,125,2592,1916,0,0,0,1118,844,0,0,0,844,0,0,0,0,0,0
861,30Jun1993,24,0,5062,5041,4786,0,0,0,0,0,0,0,4749,4430,2937,0,0,0,0,0,0,0,2937,2937,2912,2912,0,0,0,0,0,0,0,2904,2904,2904,2615,2615,2615,0,0,0,0,0,0,0,2607,2456,2452,2452,319,91,75,57,1634,818,1634,1485,1468,1465,1454,1395,1386,1365,1362,865,771,721,698,695,818,814,814,795,790,80,106,4670,4017,135,3127,2217,0,0,0,1204,892,0,0,0,892,0,0,0,0,0,0
862,31Jul1993,26,0,5430,5406,5159,0,0,0,0,0,0,0,5071,4754,3077,0,0,0,0,0,0,0,3077,3077,3049,3049,0,0,0,0,0,0,0,3037,3037,3037,2759,2759,2759,0,0,0,0,0,0,0,2751,2594,2590,2590,317,70,68,50,1886,704,1886,1700,1684,1681,1669,1586,1576,1437,1393,876,766,716,700,696,704,700,700,676,670,91,116,3629,3442,145,2570,1698,0,0,0,781,546,0,0,0,546,0,0,0,0,0,0
863,31Aug1993,22,0,5237,5219,5045,0,0,0,0,0,0,0,4955,4674,3108,0,0,0,0,0,0,0,3108,3108,3085,3085,0,0,0,0,0,0,0,3075,3075,3075,2888,2888,2888,0,0,0,0,0,0,0,2881,2757,2754,2754,281,70,68,50,2047,707,2047,1836,1815,1812,1802,1741,1733,1535,1470,955,835,785,770,767,707,703,703,681,676,90,118,2781,3011,119,2241,1484,0,0,0,672,464,0,0,0,464,0,0,0,0,0,0
864,30Sep1993,9,0,4446,4431,4393,0,0,0,0,0,0,0,4338,4146,3024,0,0,0,0,0,0,0,3024,3024,3001,3001,0,0,0,0,0,0,0,2939,2939,2939,2784,2784,2784,0,0,0,0,0,0,0,2777,2692,2688,2688,193,73,71,53,1956,732,1956,1777,1752,1749,1739,1653,1645,1419,1343,895,756,708,694,691,732,728,728,710,706,82,115,3038,1676,72,1231,824,0,0,0,350,230,0,0,0,230,0,0,0,0,0,0
865,31Oct1993,5,0,3941,3934,3915,0,0,0,0,0,0,0,3870,3775,2978,0,0,0,0,0,0,0,2978,2978,2962,2962,0,0,0,0,0,0,0,2918,2918,2918,2842,2842,2842,0,0,0,0,0,0,0,2838,2797,2795,2795,95,69,60,43,2017,778,2017,1881,1861,1860,1853,1679,1674,1471,1388,854,714,679,663,661,778,776,776,763,760,59,104,1500,577,25,405,280,0,0,0,93,47,0,0,0,47,0,0,0,0,0,0
866,30Nov1993,4,0,4961,4956,4912,0,0,0,0,0,0,0,4888,4838,4169,0,0,0,0,0,0,0,4169,4169,4157,2522,0,0,0,0,0,0,0,2499,2499,2499,2464,2464,2464,0,0,0,0,0,0,0,2461,2439,2437,2437,50,46,37,22,1743,694,1743,1632,1617,1616,1611,1576,1571,1319,1205,765,637,613,601,599,694,692,692,652,650,48,97,2217,143,5,93,66,0,0,0,25,15,0,0,0,15,0,0,0,0,0,0
867,31Dec1993,4,0,2866,2856,2726,0,0,0,0,0,0,0,2708,2653,2087,0,0,0,0,0,0,0,2087,2087,2079,2079,0,0,0,0,0,0,0,2067,2067,2067,2060,2060,2060,0,0,0,0,0,0,0,2057,2048,2046,2046,55,50,42,28,1452,594,1452,1384,1372,1371,1367,1338,1335,1079,969,601,528,526,513,512,594,593,593,589,587,33,83,2000,98,35,69,48,0,0,0,17,9,0,0,0,9,0,0,0,0,0,0
868,31Jan1994,5,0,831,831,831,0,0,0,0,0,0,0,821,782,675,0,0,0,0,0,0,0,675,675,667,667,0,0,0,0,0,0,0,659,659,659,642,642,642,0,0,0,0,0,0,0,640,614,613,613,39,21,21,9,346,267,346,310,304,304,300,261,258,139,92,57,46,46,42,41,267,265,265,264,263,35,16,1400,98,0,69,48,0,0,0,17,9,0,0,0,9,0,0,0,0,0,0
869,28Feb1994,8,0,952,952,952,0,0,0,0,0,0,0,941,899,793,0,0,0,0,0,0,0,793,793,783,783,0,0,0,0,0,0,0,772,772,772,755,755,755,0,0,0,0,0,0,0,752,726,725,725,42,24,24,10,382,343,382,339,332,332,328,283,279,161,116,63,53,53,51,49,343,342,342,340,338,39,17,1400,791,6,590,389,0,0,0,183,129,0,0,0,129,0,0,0,0,0,0
870,31Mar1994,8,0,1188,1188,1188,0,0,0,0,0,0,0,1176,1134,1090,0,0,0,0,0,0,0,1090,1090,1080,1080,0,0,0,0,0,0,0,1079,1079,1079,1073,1073,1073,0,0,0,0,0,0,0,1070,1056,1055,1055,42,36,36,18,421,634,421,377,363,363,358,306,303,245,221,157,132,132,123,122,634,632,632,627,625,42,69,953,439,57,309,214,0,0,0,68,32,0,0,0,32,0,0,0,0,0,0
871,30Apr1994,11,0,1686,1686,1686,0,0,0,0,0,0,0,1675,1619,1599,0,0,0,0,0,0,0,1599,1599,1585,1585,0,0,0,0,0,0,0,1583,1583,1583,1579,1579,1579,0,0,0,0,0,0,0,1575,1524,1522,1522,56,43,43,23,697,825,697,645,627,626,620,561,556,503,493,321,291,291,274,273,825,823,823,812,809,58,88,953,796,151,565,391,0,0,0,122,57,0,0,0,57,0,0,0,0,0,0
872,31May1994,15,0,1946,1945,1945,0,0,0,0,0,0,0,1933,1801,1639,0,0,0,0,0,0,0,1639,1639,1619,1619,0,0,0,0,0,0,0,1613,1613,1613,1551,1551,1551,0,0,0,0,0,0,0,1545,1462,1459,1459,132,90,46,26,742,717,742,656,636,634,625,565,558,541,532,345,296,296,285,283,717,714,714,698,694,68,88,953,1103,216,784,542,0,0,0,169,78,0,0,0,78,0,0,0,0,0,0
873,30Jun1994,24,0,3002,2995,2911,0,0,0,0,0,0,0,2884,2753,2082,0,0,0,0,0,0,0,2082,2082,2056,2056,0,0,0,0,0,0,0,2050,2050,2050,1922,1922,1922,0,0,0,0,0,0,0,1914,1775,1771,1771,130,49,49,27,1017,754,1017,900,880,878,868,787,778,755,745,467,413,390,379,376,754,750,750,730,725,75,119,866,1606,230,1145,791,0,0,0,246,113,0,0,0,113,0,0,0,0,0,0
874,31Jul1994,26,0,3955,3948,3801,0,0,0,0,0,0,0,3725,3542,2619,0,0,0,0,0,0,0,2619,2619,2591,1902,0,0,0,0,0,0,0,1893,1893,1893,1778,1778,1778,0,0,0,0,0,0,0,1770,1627,1623,1623,183,49,49,28,1056,567,1056,909,899,898,886,806,797,771,759,502,434,393,383,380,567,562,562,539,533,89,122,1005,1687,241,1202,830,0,0,0,258,119,0,0,0,119,0,0,0,0,0,0
875,31Aug1994,22,0,3052,3043,2914,0,0,0,0,0,0,0,2835,2680,1981,0,0,0,0,0,0,0,1981,1981,1958,1958,0,0,0,0,0,0,0,1951,1951,1951,1887,1887,1887,0,0,0,0,0,0,0,1880,1770,1767,1767,155,51,51,30,1207,560,1207,1037,1027,1026,1016,950,943,918,915,614,534,489,479,476,560,556,556,534,530,85,127,914,1527,219,1086,751,0,0,0,234,108,0,0,0,108,0,0,0,0,0,0
876,30Sep1994,9,0,2420,2412,2396,0,0,0,0,0,0,0,2360,2255,1871,0,0,0,0,0,0,0,1871,1871,1848,1848,0,0,0,0,0,0,0,1801,1801,1801,1766,1766,1766,0,0,0,0,0,0,0,1759,1689,1686,1686,104,52,52,31,1166,520,1166,1031,1021,1020,1010,928,920,907,907,647,563,536,527,525,520,516,516,499,494,79,127,517,823,67,579,402,0,0,0,127,60,0,0,0,60,0,0,0,0,0,0
877,31Oct1994,5,0,1907,1899,1884,0,0,0,0,0,0,0,1868,1808,1595,0,0,0,0,0,0,0,1595,1595,1580,1580,0,0,0,0,0,0,0,1547,1547,1547,1534,1534,1534,0,0,0,0,0,0,0,1529,1516,1514,1514,60,34,34,24,1005,509,1005,935,925,924,918,870,865,689,630,365,297,290,283,281,509,506,506,495,492,35,81,1185,305,23,207,145,0,0,0,48,24,0,0,0,24,0,0,0,0,0,0
878,30Nov1994,4,0,1469,1465,1449,0,0,0,0,0,0,0,1446,1417,1286,0,0,0,0,0,0,0,1286,1286,1274,1274,0,0,0,0,0,0,0,1257,1257,1257,1245,1245,1245,0,0,0,0,0,0,0,1241,1235,1233,1233,29,22,22,13,889,344,889,839,828,828,823,783,779,572,489,306,246,246,239,238,344,342,342,320,318,27,63,505,96,0,58,42,0,0,0,16,9,0,0,0,9,0,0,0,0,0,0
879,31Dec1994,4,0,1062,1058,1036,0,0,0,0,0,0,0,1036,1006,927,0,0,0,0,0,0,0,927,927,918,918,0,0,0,0,0,0,0,909,909,909,909,909,909,0,0,0,0,0,0,0,906,906,904,904,29,23,23,14,691,213,691,658,654,654,650,618,615,384,304,176,151,151,145,144,213,212,212,210,208,24,50,596,53,0,36,25,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0
880,31Jan1995,5,0,396,396,396,0,0,0,0,0,0,0,389,370,363,0,0,0,0,0,0,0,363,363,355,355,0,0,0,0,0,0,0,349,349,349,348,348,348,0,0,0,0,0,0,0,345,343,342,342,19,18,9,1,160,182,160,142,138,138,135,120,118,114,114,66,59,59,57,56,182,181,181,180,178,1,21,13038,207,711,170,152,0,0,0,86,59,0,0,0,59,0,0,0,0,0,0
881,28Feb1995,8,0,1487,1487,1487,0,0,0,0,0,0,0,1465,1363,1139,0,0,0,0,0,0,0,1139,1139,1130,1130,0,0,0,0,0,0,0,1121,1121,1121,1116,1116,1116,0,0,0,0,0,0,0,1113,1102,1100,1100,102,82,60,36,602,499,602,534,503,502,498,460,457,391,384,223,200,195,193,192,499,497,497,495,493,30,22,5743,1471,0,1234,1108,0,0,0,637,440,0,0,0,440,0,0,0,0,0,0
882,31Mar1995,8,0,1875,1875,1875,0,0,0,0,0,0,0,1857,1764,1381,0,0,0,0,0,0,0,1381,1381,1371,1371,0,0,0,0,0,0,0,1369,1369,1369,1360,1538,1538,0,0,0,0,0,0,0,1535,1513,1512,1512,93,78,54,36,819,693,819,773,749,747,743,710,706,700,699,477,407,389,375,374,693,691,691,687,685,27,86,15714,954,1796,753,466,0,0,0,331,290,0,0,0,290,0,0,0,0,0,0
883,30Apr1995,11,0,4653,4653,4653,0,0,0,0,0,0,0,4630,4468,3880,0,0,0,0,0,0,0,3880,3880,3866,3866,0,0,0,0,0,0,0,3864,3864,3864,3803,3870,3870,0,0,0,0,0,0,0,3866,3788,3785,3785,162,106,91,70,2390,1395,2390,2163,2114,2111,2105,2073,2068,1783,1669,620,531,394,375,373,1395,1393,1393,1383,1381,34,76,7955,2493,4,2058,1608,0,0,0,1030,796,0,0,0,796,0,0,0,0,0,0
884,31May1995,15,0,5567,5565,5477,0,0,0,0,0,0,0,5441,5161,4365,0,0,0,0,0,0,0,4365,4365,4345,4345,0,0,0,0,0,0,0,4337,4337,4337,4118,4118,4118,0,0,0,0,0,0,0,4111,3989,3986,3986,280,128,111,87,2417,1568,2417,2153,2118,2114,2105,2070,2063,2048,2031,697,574,523,503,500,1568,1565,1565,1551,1547,49,137,12373,1861,124,1442,913,0,0,0,570,473,0,0,0,473,0,0,0,0,0,0
885,30Jun1995,24,0,6570,6551,6312,0,0,0,0,0,0,0,6257,5892,3045,0,0,0,0,0,0,0,3045,3045,3020,3020,0,0,0,0,0,0,0,3012,3012,3012,2765,2799,2799,0,0,0,0,0,0,0,2792,2627,2623,2623,364,100,82,61,1643,980,1643,1496,1453,1449,1438,1392,1383,1320,1289,793,666,615,594,591,980,976,976,959,953,62,166,9761,3795,135,2999,2254,0,0,0,1239,899,0,0,0,899,0,0,0,0,0,0
