A,,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM,CALSIM
768,30Sep1984,2124,181,175,257,168,0,89,0,0,40,40,0,0,0,0,368,175,193,0,193,225,225,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,36,103,103,104,156,100,1207,773,9064,9000,8984,7906,0,0,0,0,8457,8441,8227,6729,2623,3971,21,79,181,339,1184,1184,0,1589,751,23,51,2763,2763,0,373,564,361,369,1478,1108,139,0,45,783,0,588,45,9212,753,452,1256,812,9,9,149,760,150,0,377,2557,2196,2196,501,2258,587,1473,1669,2,783,438,1035,149,634,89,0,0,0,0,0,0,0,0,0,0,0,0,6519,371,20193,10834,12646,7547,12589,110,12152,12152,11094,0,0,0,0,0,0,0,0,0,0,-8771,1955,-9533,500,8894,9267,1678,7589,7846,-903,9823,1026,1763,1727,1727,6788,331,168,0,163,0,0,264,0,264,-18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
769,31Oct1984,1310,96,95,15,15,0,0,0,0,11,11,0,0,0,0,95,95,0,0,0,75,75,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,5,0,0,0,4,0,544,800,4673,4637,4637,4000,0,0,0,0,4597,4578,4578,3405,378,423,0,0,4,334,338,28,311,33,10,20,20,65,65,0,2,0,334,338,364,26,128,138,0,45,49,9,49,3643,571,601,1188,728,10,10,46,847,200,0,256,1429,1332,1332,316,892,568,624,322,1,267,424,200,144,122,292,0,0,0,0,0,0,0,0,0,0,0,0,4123,20,12108,9802,7454,4655,8543,111,8344,8344,7188,0,0,0,0,0,0,0,0,0,0,-7160,2642,-8041,53,7162,7300,1965,5335,5453,-1096,8707,889,2006,1943,1943,5475,30,30,0,0,0,0,8,0,8,-8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
770,30Nov1984,1475,0,0,331,28,14,0,0,289,321,28,14,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,499,517,1125,1125,1125,0,1143,463,800,2462,2439,2439,1700,0,0,0,0,3233,3278,3278,2262,184,207,0,0,0,180,180,0,180,0,0,22,5,5,0,5,0,0,180,184,184,0,91,368,34,23,0,0,34,2327,511,1537,1183,596,13,10,10,752,200,0,1758,2756,2679,2679,272,589,587,438,0,1,149,438,0,149,0,280,0,0,0,0,0,0,0,0,0,0,0,0,9576,0,27259,11280,22571,4688,25094,175,25256,25256,23276,18776,0,12566,0,6210,0,0,0,0,0,-8883,2397,-9894,242,7883,7779,1853,5927,5806,-2151,9129,1011,1468,1464,1464,6680,338,28,14,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,31Dec1984,1083,0,0,645,98,65,0,0,482,609,98,65,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,271,369,706,706,706,803,0,358,800,2235,2212,2212,1700,0,0,0,0,3489,3579,3579,4074,91,113,0,0,0,87,87,0,87,0,0,22,5,5,0,5,0,0,87,91,91,0,28,268,10,22,0,0,10,4117,485,1793,799,290,31,28,28,479,200,0,1477,2874,2715,2715,259,569,568,424,0,1,144,424,0,144,0,187,0,0,0,0,0,0,0,0,0,0,0,0,5392,0,21964,11640,17976,3988,18015,175,18066,18066,13183,8683,0,6441,0,2242,0,0,0,0,0,-9697,1942,-10744,294,5968,5982,1128,4854,4742,-4871,6769,1046,958,1010,1010,7040,666,98,65,0,0,503,0,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
772,31Jan1985,1001,0,0,24,24,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,253,298,632,632,632,675,0,323,800,1558,1547,1547,1700,0,0,0,0,2963,3134,3134,2973,19,31,0,0,0,7,7,0,7,0,0,24,0,0,0,0,0,0,7,19,19,0,13,177,8,12,0,0,8,2998,483,1437,773,598,106,104,104,547,200,0,529,1677,1558,1558,256,569,568,424,0,1,144,424,0,144,0,205,0,0,0,0,0,0,0,0,0,0,0,0,2154,5,12594,7011,9844,2751,9669,175,9839,9839,8535,2535,0,789,0,1747,0,0,0,0,0,-5226,1785,-5846,95,4632,4529,1145,3383,3264,-1306,5705,621,1088,1126,1126,2804,30,30,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0
773,28Feb1985,1274,0,0,30,30,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,233,401,714,714,720,863,0,610,800,917,906,906,1700,0,0,0,0,3069,3500,3500,4189,18,29,0,0,0,7,7,0,7,0,0,22,0,0,0,0,0,0,7,18,18,0,12,339,9,11,0,0,9,4213,501,1554,810,635,337,330,330,542,200,0,1058,1505,1407,1407,282,630,629,469,0,1,160,469,0,160,0,218,0,0,0,0,0,0,0,0,0,0,0,0,3119,5,17437,6987,14046,3390,14021,175,14043,14043,13958,6572,0,3473,0,3099,0,0,0,0,0,-5000,1987,-5629,19,5650,5647,1436,4211,4194,-86,6901,629,1434,1433,1433,2795,30,30,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
774,31Mar1985,1638,0,0,29,29,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,1016,0,313,322,751,751,751,760,0,357,800,938,910,910,1700,0,0,0,0,2658,3347,3347,3474,45,74,0,0,0,36,36,0,36,0,0,21,17,17,0,17,0,0,36,45,45,0,12,322,8,28,0,0,8,3507,433,1094,556,837,601,594,594,667,200,0,1396,1660,1582,1582,259,570,568,424,0,1,144,424,0,144,0,213,0,0,0,0,0,0,0,0,0,0,0,0,3252,5,13525,5548,10651,2874,10488,175,10700,10700,12602,2449,0,1075,132,1242,0,0,0,0,0,-3500,2048,-4014,5,5842,5784,1816,3968,3788,1828,7376,514,1803,1762,1762,2183,30,30,0,0,0,0,0,0,0,124,0,0,0,1,124,124,0,0,0,0,0,0,0,0,0
775,30Apr1985,3248,352,346,30,30,0,0,0,0,24,24,0,0,0,0,346,346,0,0,0,178,178,0,0,0,0,0,0,0,0,0,0,0,1287,0,1287,0,0,111,162,162,162,942,100,1429,700,2596,2569,2548,1000,0,0,0,0,2596,3355,3075,3550,3353,5142,0,411,237,374,1534,1534,0,2081,1001,28,9,3580,3580,0,489,513,374,383,1835,1451,20,11,8,1277,0,771,8,4569,652,1606,1259,1124,655,650,744,914,200,0,2461,1152,1020,1020,636,2958,587,1907,2370,1,1050,438,1469,149,900,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,5,13036,3118,10227,2809,10107,175,9782,9782,12056,4109,0,516,0,3592,0,0,0,0,0,-2046,1072,-2297,129,5044,5397,1998,3399,3629,2420,5538,397,2085,2013,2013,673,110,110,0,0,0,0,146,0,146,-146,146,146,0,1,0,0,0,0,0,0,0,0,0,0,0
776,31May1985,3010,689,679,221,221,0,0,0,0,40,40,0,0,0,0,812,679,133,0,133,507,507,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,379,340,340,356,636,100,1687,700,6092,6065,6040,3993,0,0,0,0,4908,4994,4655,4501,4711,6216,39,265,287,1067,1856,1856,0,2518,1213,27,9,4332,4332,0,592,199,1106,1115,2871,1756,47,0,18,1306,0,933,18,6037,929,924,1311,1108,28,26,346,978,200,0,1212,1996,1851,1851,657,3396,568,2177,2827,1,1218,424,1752,144,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,9218,5,12879,3087,10091,2788,10016,143,9420,9420,9752,739,0,0,0,739,0,0,0,0,0,-2284,804,-2613,216,3378,3917,1120,2797,3153,528,3615,347,1249,1269,1269,600,339,228,0,111,0,0,18,0,18,-18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
777,30Jun1985,1816,1032,1015,30,30,0,0,0,0,21,21,0,0,0,0,1015,1015,0,0,0,625,625,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,419,384,384,402,743,100,1823,700,7789,7752,7725,5448,500,0,0,0,5952,5987,5623,5151,4967,6683,53,138,308,1045,1995,1995,0,2706,1291,32,23,4656,4656,0,636,452,1098,1115,3003,1887,69,0,25,1265,0,1003,25,6142,993,522,1483,1077,23,23,367,1021,318,0,573,2837,2660,2660,749,3994,587,2549,3405,2,1443,438,2111,149,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,12163,179,15364,4911,9754,5610,9655,167,8671,8671,7600,500,0,325,0,175,0,0,0,0,0,-5000,-89,-5461,164,4953,5756,699,5057,5692,-766,4145,461,909,611,611,1719,176,168,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,31Jul1985,1286,1137,1120,0,0,0,0,0,0,0,0,0,0,0,0,1120,1120,0,0,0,702,702,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,376,368,368,386,1140,100,1906,700,11137,11075,11049,9667,492,0,0,0,9951,9943,9607,9820,4787,6184,48,124,285,1184,1843,1843,0,2500,1156,39,58,4301,4301,0,587,203,1232,1266,3010,1744,47,0,18,1193,0,927,18,10447,1002,83,1583,1044,12,12,380,985,150,0,447,1890,1710,1710,746,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,9751,444,19342,10855,12068,7273,11955,162,10976,10976,5492,492,0,320,0,172,0,0,0,0,0,-10723,-102,-11331,434,6476,7269,637,6632,7318,-5190,5431,928,846,566,566,6339,155,155,0,0,0,0,320,0,320,-46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0
779,31Aug1985,1584,902,889,0,0,0,0,0,0,0,0,0,0,0,0,889,889,0,0,0,568,568,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,264,272,272,285,1215,100,1574,700,2652,2580,2561,1102,0,0,0,0,1318,1267,1003,1962,3795,4866,48,109,224,968,1448,1448,0,1964,888,39,66,3379,3379,0,461,100,1016,1049,2419,1370,54,0,20,972,0,728,20,2693,982,0,1473,170,12,12,355,115,150,0,241,1637,1458,1458,657,3403,568,2181,2833,2,1221,424,1757,144,1077,123,0,0,0,0,0,0,0,0,0,0,0,0,8246,5,10971,6370,6391,4580,6353,97,5754,5754,3500,0,0,0,0,0,0,0,0,0,0,-6054,-1348,-6371,354,4566,5093,847,4245,4621,-2040,2666,552,974,658,658,1964,124,124,0,0,0,0,235,0,235,45,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0
780,30Sep1985,1928,288,283,30,30,0,0,0,0,21,21,0,0,0,0,283,283,0,0,0,173,173,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,27,56,56,57,912,100,817,773,1450,1386,1376,1000,0,0,0,0,1403,1378,1251,2978,1672,2341,21,50,107,339,693,693,0,940,407,30,49,1618,1618,0,221,175,361,375,1031,656,139,0,52,494,0,349,52,4443,744,255,1572,928,0,0,131,876,150,0,312,1559,1424,1424,487,2092,587,1370,1502,2,720,438,931,149,571,141,0,0,0,0,0,0,0,0,0,0,0,0,3423,18,10671,8378,6187,4484,6064,175,5752,5752,3000,0,0,0,0,0,0,0,0,0,0,-6992,1003,-7636,157,5113,5385,952,4433,4607,-2666,5329,787,1016,1061,1061,3778,37,37,0,0,0,0,143,0,143,111,0,0,0,0,111,111,0,0,0,0,0,0,0,0,0
781,31Oct1985,806,176,175,9,9,0,0,0,0,6,6,0,0,0,0,175,175,0,0,0,126,126,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,12,33,33,34,0,43,252,800,3007,2972,2967,1700,0,0,0,0,2294,2284,2227,2110,915,1120,0,0,48,334,382,308,73,418,185,18,18,719,719,0,98,0,334,335,627,292,128,63,49,204,0,155,49,2691,563,594,1662,1033,10,10,35,1152,200,0,192,863,753,753,355,1163,568,792,594,1,370,424,368,144,226,263,0,0,0,0,0,0,0,0,0,0,0,0,4710,35,9103,6666,5124,3979,5081,89,4821,4821,4000,0,0,0,0,0,0,0,0,0,0,-5218,1448,-5761,37,5092,5309,1064,4245,4399,-748,5918,622,1116,1151,1151,3166,30,30,0,0,0,0,79,0,79,137,0,0,0,0,137,137,0,0,0,0,0,0,0,0,0
782,30Nov1985,898,0,0,30,28,2,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,349,368,755,755,755,773,0,80,800,2741,2718,2718,1700,0,0,0,0,2452,2475,2475,2748,181,204,0,0,0,180,180,0,180,0,0,19,5,5,0,5,0,0,180,181,181,0,91,129,34,23,0,0,34,2809,511,753,1878,1093,12,10,10,1248,200,0,895,869,858,858,272,589,587,438,0,1,149,438,0,149,0,280,0,0,0,0,0,0,0,0,0,0,0,0,4405,5,10716,8456,6883,3833,6752,134,6648,6648,4500,0,0,0,0,0,0,0,0,0,0,-6869,1587,-7556,34,5418,5483,975,4508,4575,-2222,6234,771,974,1024,1024,5133,34,28,0,6,0,0,84,0,84,91,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0
783,31Dec1985,1349,0,0,24,24,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,439,537,1111,1111,1111,1208,0,89,800,2161,2143,2143,1700,0,0,0,0,2530,2578,2578,4738,88,106,0,0,0,87,87,0,87,0,0,19,0,0,0,0,0,0,87,88,88,0,28,228,10,18,0,0,10,4777,485,830,1918,1244,15,10,10,1387,200,0,1768,1119,1054,1054,259,569,568,424,0,1,144,424,0,144,0,149,0,0,0,0,0,0,0,0,0,0,0,0,3189,126,16135,10995,12137,3999,12252,175,12329,12329,7724,3224,3146,0,0,78,0,0,0,0,0,-9188,1603,-10146,48,5487,5484,969,4515,4531,-4693,6097,992,910,967,967,7023,30,30,0,0,0,0,33,0,33,120,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0
784,31Jan1986,1684,0,0,313,122,122,0,0,69,264,122,122,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,805,849,1950,1950,1950,1806,188,70,800,1229,1228,1228,1700,0,0,0,0,4231,4293,4293,5949,23,25,0,0,0,7,7,0,7,0,0,19,0,0,0,0,0,0,7,23,23,0,2,551,8,2,0,0,8,5969,483,2599,34,79,20,10,10,28,200,0,2634,4925,4803,4803,256,569,568,424,0,1,144,424,0,144,0,408,0,0,0,0,0,0,0,0,0,0,0,0,2597,0,23736,5036,19514,4223,20028,175,20590,20590,23335,17335,365,7649,0,9320,0,0,0,0,0,-3645,1391,-4085,79,6774,6564,928,5635,5242,2665,7701,439,782,853,853,2015,343,122,122,0,0,99,0,0,0,124,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0
785,28Feb1986,5216,0,0,7796,1080,1621,0,0,5095,7750,1080,1621,0,0,5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4293,0,4293,0,2210,2378,5421,5421,5427,0,5570,5117,800,17984,17982,17982,18065,0,0,0,0,37843,43104,43104,45332,28,30,0,0,0,7,7,0,7,0,0,22,0,0,0,0,0,0,7,28,28,0,2,2915,9,2,0,0,9,45356,501,20199,34,122,5201,5136,5136,28,380,0,18105,30576,30573,30573,282,630,629,469,0,1,160,469,0,160,0,463,0,0,0,0,0,0,0,0,0,0,0,0,44663,552,77901,14064,66524,11378,181491,175,183465,183465,220647,215022,18,135345,0,79659,0,0,0,0,0,777,14840,53,4064,36988,36074,13972,22102,20617,36959,51022,805,10692,13395,13395,9464,7796,1080,1621,1080,1621,2394,82,0,82,64,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0
786,31Mar1986,6040,0,0,1725,260,391,0,0,1074,1703,260,391,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4374,0,4374,0,749,758,1789,1789,1789,0,1798,3742,800,21108,21064,21064,21845,0,0,0,0,33048,35543,35543,47769,72,116,0,0,0,62,62,0,62,0,0,27,27,27,0,27,0,0,62,72,72,0,20,1356,8,45,0,0,8,47816,433,11440,707,675,2600,2582,2582,486,200,0,8390,11983,11880,11880,259,570,568,424,0,1,144,424,0,144,0,404,0,0,0,0,0,0,0,0,0,0,0,0,18882,548,72063,13032,61457,10607,107256,175,107821,107821,142552,135052,0,73344,0,61708,0,0,0,0,0,3490,16521,2700,1343,31908,31565,13043,18522,18035,34608,47640,790,11846,15858,15858,8432,1738,260,391,0,0,1087,0,0,0,96,0,0,0,4,96,96,0,0,0,0,0,0,0,0,0
787,30Apr1986,5741,217,213,30,30,0,0,0,0,24,24,0,0,0,0,213,213,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,3269,0,3269,0,0,98,124,124,124,1440,100,1419,700,2168,2141,2124,1000,0,0,0,0,4368,4960,4733,6935,2639,4073,0,570,191,296,1215,1215,0,1685,746,23,9,2835,2835,0,396,157,296,300,1475,1175,20,11,8,1277,0,625,8,7742,648,3372,1100,880,662,659,753,681,200,0,3229,3489,3119,3119,665,2535,587,1645,1946,1,889,438,1207,149,740,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,143,21240,5056,17347,3893,17217,175,16931,16931,28127,22611,5115,9111,0,8385,0,0,0,0,0,-405,4651,-800,323,12493,12768,6741,6027,6126,11366,16422,645,6778,6192,6192,2708,70,70,0,0,0,0,250,0,250,-200,200,200,0,5,0,0,0,0,0,0,0,0,0,0,0
788,31May1986,7470,532,525,233,228,0,5,0,0,40,40,0,0,0,0,670,525,146,0,146,418,418,0,0,0,0,0,0,0,0,0,0,0,2000,0,2000,0,0,372,296,296,310,905,100,2980,700,3005,2978,2954,1000,0,0,0,0,2971,3301,2975,2703,4488,5865,39,371,276,1067,1753,1753,0,2430,1081,22,9,4090,4090,0,571,0,1106,1110,2805,1695,47,76,18,1377,0,901,18,4148,929,1975,1145,867,223,219,540,746,200,0,2554,3906,3432,3432,655,3354,568,2150,2784,1,1202,424,1726,144,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,7481,101,13314,7186,10469,2846,10358,175,9848,9848,14120,7773,0,3994,833,2946,0,0,0,0,0,-3331,3855,-3887,90,8711,9175,4677,4497,4764,4450,11636,757,4780,4413,4413,3283,319,228,0,91,0,0,200,0,200,-200,200,200,0,1,0,0,0,0,0,0,0,0,0,0,0
789,30Jun1986,8670,935,922,30,30,0,0,0,0,21,21,0,0,0,0,922,922,0,0,0,569,569,0,0,0,0,0,0,0,0,0,0,0,2430,0,2430,0,0,369,296,296,313,1139,100,3015,700,3449,3412,3385,1092,0,0,0,0,2718,2828,2462,1800,4876,6566,53,208,309,1045,1964,1964,0,2723,1200,21,21,4582,4582,0,639,349,1098,1102,3001,1899,69,11,25,1341,0,1009,25,2763,994,1631,1325,844,24,23,367,798,318,0,1324,2277,2097,2097,760,4090,587,2609,3501,2,1479,438,2170,149,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,9207,5,10404,7533,6265,4140,6159,173,5249,5249,9460,3106,28,3078,0,0,0,0,0,0,0,-4157,3097,-4816,70,9549,10323,5222,5100,5674,4502,11756,660,5419,3863,3863,2933,174,168,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,31Jul1986,3969,1028,1012,0,0,0,0,0,0,0,0,0,0,0,0,1012,1012,0,0,0,636,636,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,388,472,472,491,1602,100,2675,700,7165,7102,7076,4981,-488,0,0,0,5542,5603,5259,5031,4758,6171,48,124,290,1184,1843,1843,0,2556,1092,27,54,4301,4301,0,600,198,1232,1250,3032,1782,47,0,18,1215,0,947,18,5645,1002,213,1464,779,14,12,380,732,150,0,567,5389,4842,4842,749,4062,568,2589,3492,2,1471,424,2165,144,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,8992,5,16493,6974,10136,6357,10074,111,9098,9098,8209,209,142,0,0,0,0,0,67,67,0,-6371,-153,-6795,111,6673,7462,1539,5922,6607,-594,5624,624,1747,1215,1215,3588,159,159,0,0,0,0,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
791,31Aug1986,2161,826,814,0,0,0,0,0,0,0,0,0,0,0,0,814,814,0,0,0,521,521,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,311,316,316,331,1492,100,2479,700,5451,5380,5359,3811,-488,0,0,0,4339,4351,4077,4330,3827,4925,48,88,231,984,1470,1470,0,2037,850,27,63,3429,3429,0,478,118,1032,1050,2471,1421,54,0,20,980,0,755,20,5059,982,270,1571,779,12,12,355,730,150,0,509,1655,1475,1475,665,3442,568,2205,2872,2,1236,424,1781,144,1091,23,0,0,0,0,0,0,0,0,0,0,0,0,8240,84,12367,6022,7337,5029,7282,110,6625,6625,6034,651,0,0,0,651,0,0,0,0,0,-5279,76,-5608,71,5737,6321,1513,4807,5220,-353,5002,529,1653,1147,1147,2381,127,127,0,0,0,0,200,0,200,-200,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0
792,30Sep1986,1799,99,96,257,168,0,89,0,0,40,40,0,0,0,0,289,96,193,0,193,177,177,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,0,30,64,64,66,852,100,1256,773,8398,8333,8321,7680,0,0,0,0,8202,8202,8043,8155,1967,2867,21,118,134,339,853,853,0,1183,479,23,51,1990,1990,0,278,241,361,370,1195,825,139,0,52,659,0,438,52,9949,750,469,1506,783,9,9,149,738,150,0,530,2289,1970,1970,465,1918,587,1262,1329,2,654,438,824,149,505,234,0,0,0,0,0,0,0,0,0,0,0,0,3171,249,18090,9148,11220,6871,11159,111,10854,10854,11125,0,0,0,0,0,0,0,0,0,0,-7098,1987,-7809,382,8593,8837,1589,7248,7405,398,9483,852,1647,1623,1623,6743,299,168,0,131,0,0,142,0,142,-142,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0
793,31Oct1986,1464,184,181,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,130,130,0,36,18,0,0,0,0,0,0,0,0,350,0,350,0,0,14,39,39,39,0,50,502,800,5479,5443,5438,4000,0,0,0,0,4583,4566,4498,4332,1026,1267,0,0,58,334,392,366,25,508,208,20,20,855,855,0,119,0,334,338,692,354,128,153,0,240,49,188,49,4984,576,587,1498,779,10,10,46,906,200,0,236,1432,1310,1310,389,1402,568,940,833,1,461,424,516,144,316,258,0,0,0,0,0,0,0,0,0,0,0,0,4164,93,12517,8050,7440,5078,7390,111,7071,7071,7344,0,0,0,0,0,0,0,0,0,0,-5794,2256,-6530,114,7109,7350,1808,5542,5727,362,8412,744,1871,1823,1823,4788,38,38,0,0,0,0,8,0,8,-8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
794,30Nov1986,990,8,8,30,28,2,0,0,0,20,20,0,0,0,0,8,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,467,0,467,0,175,195,315,315,315,293,42,122,800,4137,4113,4113,2500,0,0,0,0,3208,3239,3239,2669,242,288,0,0,5,180,186,34,151,51,13,23,5,80,80,0,12,0,180,184,224,40,91,134,0,46,34,21,34,2747,513,712,1450,656,10,10,10,810,200,0,587,2109,2000,2000,302,788,587,562,200,1,225,438,124,149,76,446,0,0,0,0,0,0,0,0,0,0,0,0,8613,55,13881,11252,9230,4651,9155,84,8927,8927,4919,419,0,0,0,0,419,0,0,0,0,-9099,-864,-9991,64,6211,6349,1426,4923,5061,-3921,4315,1032,1471,1466,1466,6652,41,28,0,13,0,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,31Dec1986,659,0,0,24,24,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,124,221,352,352,352,448,0,81,800,5541,5519,5519,4980,0,0,0,0,5682,5745,5745,5489,91,113,0,0,0,87,87,0,87,0,0,22,5,5,0,5,0,0,87,91,91,0,28,120,10,22,0,0,10,5532,485,706,1129,491,10,10,10,604,200,0,746,1933,1840,1840,263,569,568,424,0,1,144,424,0,144,0,470,0,0,0,0,0,0,0,0,0,0,0,0,4213,14,14120,10673,9975,4145,9800,175,9593,9593,4668,168,0,168,0,0,0,0,0,0,0,-9024,1649,-9922,28,5086,5217,833,4385,4520,-4911,5762,973,875,936,936,7011,30,30,0,0,0,0,74,0,74,26,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0
796,31Jan1987,833,0,0,24,24,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,350,0,121,165,322,322,322,338,28,70,800,1432,1430,1430,1700,0,0,0,0,2294,2359,2359,3187,19,21,0,0,0,7,7,0,7,0,0,15,0,0,0,0,0,0,7,19,19,0,3,189,8,2,0,0,8,3203,483,786,472,269,11,10,10,219,200,0,386,1335,1244,1244,248,569,568,424,0,1,144,424,0,144,0,463,0,0,0,0,0,0,0,0,0,0,0,0,3070,5,13231,6643,10396,2835,10291,175,10326,10326,8720,4220,1165,435,0,2620,0,0,0,0,0,-5226,1417,-5804,33,4205,4119,832,3288,3214,-1616,5028,595,795,864,864,2657,30,30,0,0,0,0,17,0,17,78,0,0,0,1,78,78,0,0,0,0,0,0,0,0,0
